Measurement Name :,Plate1_20211206_27C_PR,,Generated On :,"06/12/2021, 10:25:54",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
06.12.21 10:13:00,24.63,183.92,193.25,222.34,177.09,201.48,233.18,229.34,180.65,193.55,168.28,186.32,161.89,222.03,178.27,161.6,156.71,206.71,232.54,187.82,178.57,94.41,139.46,181.54,176.5,,27,965,34,27.93,
06.12.21 10:13:15,24.88,183.33,193.85,221.39,177.98,199.64,231.58,227.74,179.16,192.04,168.86,186.32,158.72,221.39,176.2,159.59,154.99,204.24,230.62,185.12,177.98,95.45,138.06,181.54,174.43,,27,965,34,27.93,
06.12.21 10:13:30,25.13,183.33,192.34,220.76,180.65,198.11,229.34,225.51,177.68,191.13,168.86,186.02,157.57,222.34,174.73,158.15,153.28,201.78,228.7,183.03,177.68,96.76,137.78,181.24,172.96,,27,965,34,27.91,
06.12.21 10:13:45,25.38,184.22,192.04,219.82,180.35,195.37,227.42,223.29,176.79,192.04,169.45,186.32,155.57,222.97,172.38,157,151.86,200.86,227.42,181.84,178.27,98.33,136.39,180.94,171.5,,27,965,34,27.9,
06.12.21 10:14:00,25.63,183.33,192.34,219.5,180.94,199.33,225.83,220.45,173.55,189.92,169.15,185.42,156.43,223.29,171.5,157.29,150.15,199.94,225.19,180.05,177.38,101.22,135,180.05,169.15,,27,965,34,27.9,
06.12.21 10:14:15,25.88,182.13,192.04,218.24,180.35,192.04,223.61,216.99,168.86,187.82,168.57,185.42,156.14,224.24,169.15,153.85,148.73,197.2,223.61,178.57,177.09,108.11,134.17,179.16,167.4,,27,965,34,27.88,
06.12.21 10:14:30,26.13,181.84,191.73,220.76,180.35,189.02,222.34,213.85,168.86,185.72,169.15,184.82,154.14,225.19,164.5,150.15,147.04,193.85,222.66,177.98,177.09,109.97,132.79,177.98,165.37,,27,965,34,27.86,
06.12.21 10:14:45,26.38,180.35,192.04,216.36,182.13,186.92,221.08,210.74,165.66,184.82,168.28,184.82,155.28,223.93,161.6,148.17,145.35,191.43,221.71,175.02,176.79,112.38,131.96,177.09,164.21,,27,965,34,27.86,
06.12.21 10:15:00,26.63,179.46,191.43,213.54,181.54,186.02,220.45,208.88,165.66,186.62,168.28,184.82,154.14,222.97,159.3,146.47,144.5,189.02,220.45,175.61,177.09,115.6,129.2,177.09,162.76,,27,965,34,27.86,
06.12.21 10:15:15,26.88,178.27,191.43,212.29,181.84,186.32,219.5,205.47,164.79,183.62,167.4,184.22,149.3,221.39,154.71,143.66,141.97,186.62,218.56,174.14,176.5,117.49,126.46,175.61,160.45,,27,965,34,27.85,
06.12.21 10:15:30,27.13,177.68,191.73,211.98,183.62,183.62,217.3,203.01,164.5,183.03,167.11,184.22,141.69,221.39,151.29,142.53,140.01,184.82,216.36,171.79,176.2,120.19,125.64,174.43,158.72,,27,965,34,27.83,
06.12.21 10:15:45,27.38,175.32,191.13,211.67,184.22,181.24,215.73,200.86,163.63,181.84,166.53,183.92,135.84,221.71,148.45,140.01,138.34,183.03,215.42,169.45,176.5,122.91,124.27,173.55,157.29,,27,965,34,27.83,
06.12.21 10:16:00,27.63,174.43,190.83,211.67,183.62,179.75,215.11,198.72,160.74,183.62,164.79,183.92,131.96,221.39,144.78,138.06,135.84,181.84,214.17,166.82,175.91,125.37,122.1,172.08,155.28,,27,965,34,27.82,
06.12.21 10:16:15,27.88,172.38,190.83,211.05,185.42,178.27,213.54,196.59,157.86,178.27,164.5,183.62,128.93,220.45,141.69,135.56,134.17,179.75,212.61,165.37,175.61,127.28,120.19,170.32,153.85,,27,965,34,27.8,
06.12.21 10:16:30,28.13,170.91,190.83,210.74,185.72,177.38,212.92,194.46,156.14,175.61,163.34,183.33,127.01,220.13,139.46,134.73,132.79,178.27,211.36,163.63,175.32,129.2,117.49,169.45,152.43,,27,965,34,27.8,
06.12.21 10:16:45,28.38,170.32,190.22,210.43,185.42,176.79,211.36,193.55,156.14,174.73,163.63,182.73,126.19,219.82,139.18,134.73,131.13,176.2,209.81,161.89,175.32,130.3,113.45,167.7,150.72,,27,965,34,27.79,
06.12.21 10:17:00,28.63,169.15,189.32,210.12,186.02,175.32,211.05,192.34,154.99,172.38,162.47,182.73,124.27,219.19,137.5,133.62,129.48,174.73,209.19,160.45,175.02,131.41,111.04,166.24,149.3,,27,965,34,27.79,
06.12.21 10:17:15,28.88,167.99,189.02,209.5,187.82,174.14,209.81,189.92,155.57,168.86,163.63,181.84,122.91,218.56,135.28,132.79,127.83,173.55,208.57,159.3,174.73,131.68,109.17,164.79,147.6,,27,965,34,27.79,
06.12.21 10:17:30,29.13,166.82,189.32,210.43,186.62,172.67,208.26,188.42,154.42,168.28,163.34,181.24,119.92,217.61,133.62,131.41,125.91,172.96,206.71,157.86,174.43,131.68,107.31,163.05,145.63,,27,965,34,27.79,
06.12.21 10:17:45,29.38,165.37,189.62,211.05,186.62,170.62,207.64,186.02,153.28,166.53,161.31,180.65,118.3,216.36,133.34,129.48,124.82,170.91,205.78,157,174.43,130.86,105.98,161.6,143.94,,27,965,34,27.78,
06.12.21 10:18:00,29.63,163.63,189.02,210.74,186.02,168.86,207.33,182.43,153.28,164.21,157.86,179.46,116.68,214.48,132.51,127.83,122.64,169.15,204.86,154.99,173.84,130.3,104.13,159.87,141.13,,27,965,34,27.78,
06.12.21 10:18:15,29.88,163.34,188.72,205.17,187.82,165.95,206.09,179.16,153,162.18,156.43,179.46,116.41,213.23,131.41,128.38,121.82,167.4,203.93,153.85,173.55,130.86,104.39,158.72,138.34,,27,965,34,27.76,
06.12.21 10:18:30,30.13,161.89,188.12,203.32,187.82,164.5,205.47,173.55,151.57,161.31,154.14,178.86,115.87,211.36,129.75,123.73,120.19,165.66,201.78,152.14,173.55,130.3,104.65,156.71,135.28,,27,965,34,27.76,
06.12.21 10:18:45,30.38,160.74,188.42,201.48,186.92,161.89,203.93,172.08,149.58,161.31,153.57,178.27,114.53,209.81,128.11,122.64,119.11,162.76,199.64,151.57,173.55,130.86,101.75,155.28,133.34,,27,965,34,27.76,
06.12.21 10:19:00,30.63,159.59,187.82,199.64,189.02,159.59,203.32,167.7,147.6,160.74,152.43,178.57,114.79,208.57,126.73,121.55,117.76,160.45,197.81,151,173.26,130.58,98.07,153.57,131.13,,27,965,34,27.76,
06.12.21 10:19:15,30.88,159.01,188.42,197.5,188.42,158.43,203.01,163.05,146.76,159.87,154.99,177.98,115.33,207.02,123.73,120.47,116.14,159.3,195.67,149.87,172.96,130.03,94.67,152.14,129.48,,27,965,34,27.75,
06.12.21 10:19:30,31.13,156.71,186.92,197.5,187.52,156.71,202.09,159.01,145.63,159.3,150.15,177.68,115.87,205.17,120.47,119.38,114.53,157.57,193.25,146.19,172.08,129.2,91.03,150.15,127.28,,27,965,34,27.75,
06.12.21 10:19:45,31.38,156.71,187.52,196.59,187.52,154.99,202.4,156.71,144.78,158.72,149.02,177.98,116.68,204.55,117.22,117.76,113.18,156.71,191.73,144.22,172.08,128.65,87.93,148.73,125.64,,27,965,34,27.75,
06.12.21 10:20:00,31.63,155.28,187.82,195.98,188.72,153.28,202.7,155.85,142.81,158.43,148.45,177.68,117.76,203.63,114.26,117.22,112.11,155.57,189.92,142.81,172.08,128.11,85.61,147.6,125.09,,27,965,34,27.74,
06.12.21 10:20:15,31.88,154.14,187.52,195.07,187.52,151.29,203.01,154.71,140.85,159.87,147.04,177.68,118.3,202.09,112.11,116.14,110.77,154.71,188.42,140.57,171.79,127.28,84.58,146.19,124.82,,27,965,34,27.74,
06.12.21 10:20:30,32.13,152.43,185.72,195.07,187.22,149.87,202.4,151,138.9,157.86,146.19,177.68,118.57,200.56,108.9,115.33,109.44,152.71,187.22,138.9,171.2,126.46,82.53,145.06,122.37,,27,965,34,27.74,
06.12.21 10:20:45,32.38,152.14,186.92,194.16,187.82,147.32,202.09,147.6,137.22,154.14,145.63,177.09,118.3,199.64,106.51,113.99,108.11,151.29,184.82,137.22,171.2,125.64,81,143.38,121.28,,27,965,34,27.74,
06.12.21 10:21:00,32.63,150.44,186.02,192.34,187.82,144.5,201.78,145.06,135,152.14,144.22,177.09,116.95,197.81,105.18,113.18,106.51,148.73,182.73,135.56,170.91,124.82,78.96,141.69,120.74,,27,965,34,27.74,
06.12.21 10:21:15,32.88,149.87,186.92,191.73,187.82,142.53,201.17,143.66,132.51,150.44,143.1,177.09,115.33,196.59,102.54,112.11,105.71,147.04,179.75,133.62,170.62,124.55,76.92,140.29,120.19,,27,965,34,27.74,
06.12.21 10:21:30,33.13,147.89,185.72,191.13,188.42,140.01,200.56,141.13,129.2,149.3,141.41,176.79,112.11,194.76,100.96,110.77,104.13,143.38,177.68,131.41,170.62,124.27,74.9,138.62,119.11,,27,965,34,27.72,
06.12.21 10:21:45,33.38,146.47,186.32,189.62,186.02,138.62,199.33,138.06,127.56,149.87,140.29,176.79,110.24,193.55,100.17,109.97,102.28,139.18,175.61,129.48,170.03,123.18,73.13,136.95,117.76,,27,965,34,27.72,
06.12.21 10:22:00,33.63,144.78,185.42,188.72,184.82,136.67,198.11,135,125.64,147.32,139.18,175.91,108.37,192.64,98.33,109.17,100.7,134.73,173.26,127.83,170.03,122.64,71.62,135.56,116.95,,27,965,34,27.72,
06.12.21 10:22:15,33.88,143.66,184.82,187.22,185.72,135,195.67,131.68,124.82,146.19,138.06,175.91,107.04,190.22,96.76,106.78,99.12,131.96,171.5,126.46,169.45,121.01,70.11,133.89,115.6,,27,965,34,27.72,
06.12.21 10:22:30,34.13,142.53,184.52,186.62,184.22,133.06,194.76,130.03,123.46,145.91,136.95,175.91,106.25,189.62,94.93,104.65,97.55,130.86,169.74,125.64,169.15,120.19,68.11,132.51,114.79,,27,965,34,27.72,
06.12.21 10:22:45,34.38,140.29,184.52,186.62,183.92,132.23,193.25,128.38,122.37,143.94,135.28,175.61,105.71,188.12,94.15,102.54,95.98,130.03,168.28,125.09,169.45,118.57,67.86,131.13,113.99,,27,965,34,27.72,
06.12.21 10:23:00,34.63,141.41,184.52,186.02,183.62,131.13,191.13,130.58,119.65,141.97,134.45,175.61,104.92,186.32,92.07,100.96,93.89,127.83,167.11,124,168.57,117.76,66.11,129.75,112.65,,27,965,34,27.71,
06.12.21 10:23:15,34.88,136.39,184.82,185.12,182.43,129.48,189.62,131.13,116.95,141.13,133.34,175.32,105.18,184.82,91.55,98.86,92.33,127.01,166.53,122.91,168.57,116.68,65.11,128.11,111.84,,27,965,34,27.72,
06.12.21 10:23:30,35.13,134.73,183.03,183.62,182.73,127.28,187.82,130.03,114.79,138.62,133.62,174.73,105.18,183.33,89.74,97.28,90.51,125.37,165.37,121.55,167.7,115.06,63.37,127.56,110.51,,27,965,34,27.71,
06.12.21 10:23:45,35.38,136.11,183.92,183.92,181.54,127.01,186.62,127.83,114.53,136.67,134.17,174.43,105.98,182.73,89.48,93.89,89.22,123.46,165.08,120.47,168.28,114.53,61.88,125.64,109.7,,27,965,34,27.71,
06.12.21 10:24:00,35.63,130.86,183.62,182.43,182.73,125.09,185.42,124.82,113.18,135.56,131.96,174.43,105.18,180.94,88.7,93.11,87.41,122.64,164.21,119.65,167.7,113.72,60.15,124,109.44,,27,965,34,27.71,
06.12.21 10:24:15,35.88,131.68,183.33,182.43,181.84,122.64,185.12,122.64,111.58,133.89,127.56,174.14,105.18,180.05,88.44,91.03,86.38,121.28,162.76,118.57,167.7,112.65,58.66,122.37,109.17,,27,965,34,27.69,
06.12.21 10:24:30,36.13,127.01,183.92,181.54,181.54,121.01,183.33,120.19,111.84,131.68,125.64,173.84,104.65,178.27,87.93,91.03,84.58,119.92,161.03,116.95,167.11,111.58,56.94,120.19,107.57,,27,965,34,27.71,
06.12.21 10:24:45,36.38,124.27,182.73,178.86,180.05,119.92,183.03,119.92,110.24,129.75,125.09,173.55,104.13,177.09,87.15,90.77,82.79,119.38,160.45,115.6,167.11,110.24,54.97,118.84,105.71,,27,965,34,27.69,
06.12.21 10:25:00,36.63,121.28,183.33,178.57,179.75,116.68,181.24,116.41,108.9,129.48,123.46,173.84,103.86,175.32,87.15,89.22,81.76,117.22,159.3,114.26,167.11,108.9,53.99,117.22,104.65,,27,965,34,27.69,
06.12.21 10:25:15,36.88,120.47,183.33,177.68,178.86,114.53,181.24,112.38,108.11,127.28,122.64,172.96,103.86,173.55,85.87,88.44,79.98,117.49,158.72,113.18,166.82,107.04,52.77,115.87,103.6,,27,965,34,27.69,
06.12.21 10:25:30,37.13,118.57,181.84,177.38,178.86,112.38,179.46,111.84,106.78,125.09,122.37,172.96,103.07,171.2,85.35,87.41,78.19,117.76,156.71,112.38,166.24,105.45,51.31,114.53,102.28,,27,965,34,27.69,
