Measurement Name :,Plate2_20211207_PR_34C,,Generated On :,"07/12/2021, 10:40:10",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.12.21 10:02:24,2.03,187.76,176.97,214.34,158.74,175.2,184.4,215.16,178.76,203.28,218.17,191.4,168.9,164.91,176.97,194.55,175.96,191.92,200.36,203.82,186.98,231.79,194.02,199.03,,,34,965,34,33.21,965D6-(E1);
07.12.21 10:02:39,2.28,182.08,148.52,196.91,166.16,164.41,190.36,217.9,177.99,172.42,214.34,160.46,158,174.44,161.69,162.93,199.82,207.84,165.41,210.81,190.36,193.23,173.43,185.17,,,34,965,34,33.24,965D6-(E1);
07.12.21 10:02:54,2.53,198.24,212.44,187.5,173.93,204.89,191.66,255.37,210.27,203.82,236.6,177.23,181.31,163.18,188.28,191.92,217.08,202.75,172.67,215.71,188.54,225.63,201.15,212.44,,,34,965,34,33.25,965D6-(E1);
07.12.21 10:03:09,2.78,187.76,186.46,190.62,162.43,183.62,167.15,202.48,190.36,174.19,198.76,188.02,162.19,165.66,169.4,169.9,172.92,194.81,167.65,196.91,173.93,208.92,168.9,191.92,,,34,965,34,33.28,965D6-(E1);
07.12.21 10:03:24,3.03,230.95,232.64,233.48,206.77,194.28,176.21,267.85,188.8,220.37,220.37,199.82,184.65,200.62,202.48,199.82,230.95,225.63,190.88,201.95,200.62,227.59,197.18,190.36,,,34,965,34,33.31,965D6-(E1);
07.12.21 10:03:39,3.28,205.69,231.23,219.27,157.02,173.93,185.43,229.26,194.55,195.6,231.23,183.37,203.02,194.02,203.28,188.54,162.19,222.31,174.19,239.44,195.33,215.16,198.24,194.55,,,34,965,34,33.34,965D6-(E1);
07.12.21 10:03:54,3.53,176.21,180.54,193.76,176.97,170.16,180.8,210.27,186.2,194.81,190.62,189.58,188.8,180.8,202.48,166.4,200.36,215.16,182.85,192.71,185.17,219,171.16,214.34,,,34,965,34,33.35,965D6-(E1);
07.12.21 10:04:09,3.78,246.34,170.91,222.58,159.97,170.16,213.8,219.55,202.75,203.55,232.35,201.69,253.9,197.18,203.82,207.84,189.32,230.11,191.92,227.31,193.23,230.39,196.65,187.76,,,34,965,34,33.36,965D6-(E1);
07.12.21 10:04:24,4.03,209.46,191.4,211.9,154.33,168.9,198.76,247.78,183.37,202.75,193.76,176.21,186.72,175.45,176.97,188.02,192.45,197.97,192.45,200.09,184.4,210.27,201.69,202.22,,,34,965,34,33.38,965D6-(E1);
07.12.21 10:04:39,4.28,210,219.82,228.7,171.16,188.54,202.75,228.98,182.34,219.55,188.54,219.55,173.68,204.62,192.71,191.92,168.4,198.76,199.56,227.03,202.48,235.18,200.36,202.75,,,34,965,34,33.39,965D6-(E1);
07.12.21 10:04:54,4.53,224.52,213.26,226.47,190.88,186.72,214.07,252.44,211.08,225.63,205.16,214.34,204.35,215.71,183.88,212.71,223.41,243.17,191.92,240.01,191.4,255.96,203.82,224.25,,,34,965,34,33.42,965D6-(E1);
07.12.21 10:05:09,4.78,229.82,181.31,207.84,180.54,178.5,196.91,244.03,206.77,194.81,208.38,173.43,185.95,195.33,191.14,195.07,201.95,210.81,183.88,241.44,186.46,217.9,188.28,214.07,,,34,965,34,33.44,965D6-(E1);
07.12.21 10:05:24,5.03,227.59,210.27,216.26,195.86,178.76,193.76,260.09,204.09,238.59,207.84,203.55,163.67,189.84,185.43,211.9,213.53,212.44,197.71,227.31,200.62,243.74,202.22,225.91,,,34,965,34,33.44,965D6-(E1);
07.12.21 10:05:39,5.28,232.92,159.23,200.09,203.28,172.17,190.62,255.96,201.95,208.11,225.08,207.04,177.23,182.6,213.26,197.97,177.99,243.17,194.81,254.49,183.62,232.35,203.55,222.03,,,34,965,34,33.46,965D6-(E1);
07.12.21 10:05:54,5.53,207.04,193.76,210.81,177.99,159.47,179.78,249.52,183.37,188.8,195.07,214.34,173.68,165.16,179.52,215.44,194.55,205.69,167.65,233.48,164.41,227.87,171.16,176.97,,,34,965,34,33.48,965D6-(E1);
07.12.21 10:06:09,5.78,222.03,177.99,201.95,199.82,206.77,169.4,247.49,191.14,205.96,200.62,185.43,152.63,180.54,185.95,200.36,205.69,225.63,179.78,240.3,173.18,225.91,182.85,225.91,,,34,965,34,33.48,965D6-(E1);
07.12.21 10:06:24,6.03,260.39,167.65,204.35,180.29,184.14,168.9,252.44,189.06,231.51,223.97,216.8,170.41,203.28,189.58,215.16,159.47,258.31,190.88,234.05,193.76,227.59,215.98,227.31,,,34,965,34,33.49,965D6-(E1);
07.12.21 10:06:39,6.28,234.61,208.65,216.8,168.65,187.5,199.29,259.2,197.18,220.65,228.98,207.84,184.14,171.66,202.22,203.02,194.81,219.55,187.76,223.69,211.9,220.37,194.55,199.03,,,34,965,34,33.49,965D6-(E1);
07.12.21 10:06:54,6.53,214.62,194.55,207.04,165.41,184.14,186.46,236.03,199.82,205.69,206.23,186.72,188.54,184.91,189.84,188.8,168.9,212.17,190.1,241.73,165.16,217.08,187.24,197.71,,,34,965,34,33.49,965D6-(E1);
07.12.21 10:07:09,6.78,232.07,184.4,198.24,171.16,154.33,172.92,255.96,188.02,223.41,208.92,210,196.65,170.66,209.19,177.99,217.62,241.16,179.78,244.03,200.89,236.31,189.58,192.45,,,34,965,34,33.49,965D6-(E1);
07.12.21 10:07:24,7.03,204.09,162.93,179.52,171.66,152.63,198.5,226.47,180.29,222.03,197.44,216.53,174.44,183.62,173.43,196.12,187.5,204.09,163.18,241.73,170.66,222.86,182.08,190.62,,,34,965,34,33.52,965D6-(E1);
07.12.21 10:07:39,7.28,248.36,167.9,207.04,171.66,192.19,185.95,239.73,221.2,230.11,224.8,190.62,227.31,181.83,206.5,211.9,219,218.17,178.76,220.37,190.62,230.11,191.14,236.6,,,34,965,34,33.53,965D6-(E1);
07.12.21 10:07:54,7.53,224.52,216.26,237.73,174.44,169.9,196.39,253.61,210.81,194.28,228.15,192.19,197.44,181.31,203.28,191.92,213.26,239.16,178.5,224.52,198.5,242.3,212.98,214.89,,,34,965,34,33.53,965D6-(E1);
07.12.21 10:08:09,7.78,233.76,167.15,210.54,162.19,177.99,149,232.35,187.76,195.6,174.69,195.07,188.02,154.58,194.28,188.54,210.27,200.89,177.23,256.84,175.45,200.62,177.99,153.12,,,34,965,34,33.53,965D6-(E1);
07.12.21 10:08:24,8.03,247.2,191.66,230.11,192.19,187.76,182.6,232.35,187.5,205.42,265.75,203.02,178.5,188.8,227.59,209.73,213.53,219,189.84,231.51,182.85,234.9,205.96,230.39,,,34,965,34,33.53,965D6-(E1);
07.12.21 10:08:39,8.28,218.17,186.2,214.62,190.36,191.92,193.23,241.73,203.82,206.77,255.66,209.46,175.7,195.07,203.02,197.97,235.75,227.59,173.18,232.92,175.96,245.18,189.58,210.81,,,34,965,34,33.55,965D6-(E1);
07.12.21 10:08:54,8.53,227.87,167.4,193.76,180.29,179.01,182.08,251.85,196.91,210.54,200.36,177.48,187.76,173.93,203.02,213.8,226.47,221.48,171.91,210,169.15,229.82,192.45,179.52,,,34,965,34,33.55,965D6-(E1);
07.12.21 10:09:09,8.78,253.9,191.66,205.16,185.95,186.98,205.42,288.97,217.08,214.07,250.11,215.98,192.71,184.91,220.65,204.62,213.53,236.88,195.33,263.95,202.48,243.45,201.42,226.75,,,34,965,34,33.56,965D6-(E1);
07.12.21 10:09:24,9.03,231.79,201.15,235.46,207.04,176.97,193.23,270.86,210.54,226.75,208.65,220.65,175.96,176.47,222.31,219,241.16,223.14,185.95,239.73,176.97,238.59,200.36,222.31,,,34,965,34,33.56,965D6-(E1);
07.12.21 10:09:39,9.28,211.08,207.57,215.16,183.37,201.42,181.06,263.95,210,215.16,215.71,219.82,187.5,196.65,210.54,223.14,192.97,230.95,208.11,238.59,173.68,266.65,190.36,241.16,,,34,965,34,33.6,965D6-(E1);
07.12.21 10:09:54,9.53,217.9,191.4,202.48,188.54,172.42,205.42,258.9,210,220.37,221.75,212.71,177.23,185.95,216.53,214.89,188.02,197.18,183.37,225.91,175.96,236.88,197.71,216.8,,,34,965,34,33.61,965D6-(E1);
07.12.21 10:10:09,9.78,275.1,205.42,226.47,192.45,164.91,196.39,261.28,232.64,227.87,211.08,222.03,173.93,169.4,210.81,209.19,208.92,226.19,176.97,248.65,205.69,235.46,202.22,230.11,,,34,965,34,33.61,965D6-(E1);
07.12.21 10:10:24,10.03,226.47,172.67,215.71,156.29,190.62,189.06,269.95,192.97,221.2,228.98,237.45,164.91,172.67,199.03,197.44,207.3,198.76,171.66,236.6,170.16,236.6,197.44,225.63,,,34,965,34,33.63,965D6-(E1);
07.12.21 10:10:39,10.28,224.52,207.04,217.62,184.14,156.04,136.85,280.61,203.55,227.31,226.75,208.11,165.41,168.9,191.4,213.8,199.03,219,191.14,222.03,185.95,238.02,189.58,215.16,,,34,965,34,33.66,965D6-(E1);
07.12.21 10:10:54,10.53,259.79,212.17,239.44,223.69,194.28,199.56,309.31,233.48,223.97,220.37,243.74,169.9,191.14,230.95,210.54,208.92,238.59,207.3,248.65,200.36,271.46,214.34,259.2,,,34,965,34,33.67,965D6-(E1);
07.12.21 10:11:09,10.78,277.85,175.96,252.15,198.24,172.92,192.45,284,212.44,238.59,226.75,231.51,184.91,193.23,220.37,203.55,232.64,245.47,191.66,232.07,193.5,257.72,196.12,205.69,,,34,965,34,33.67,965D6-(E1);
07.12.21 10:11:24,11.03,269.05,206.5,239.16,199.03,201.42,224.8,315.16,207.84,247.49,229.26,215.71,206.23,212.98,236.03,244.03,198.76,246.62,203.02,262.17,196.65,254.78,207.3,225.36,,,34,965,34,33.7,965D6-(E1);
07.12.21 10:11:39,11.28,253.32,214.07,212.98,182.08,189.58,192.45,256.84,214.34,219.82,236.6,215.98,187.76,179.01,216.53,208.11,215.98,240.87,176.72,235.18,175.45,232.92,203.82,207.57,,,34,965,34,33.71,965D6-(E1);
07.12.21 10:11:54,11.53,250.69,189.32,223.69,190.36,194.28,167.9,278.16,218.17,224.8,199.03,219,175.2,196.91,222.58,206.23,226.19,250.69,200.62,245.47,184.4,251.85,199.82,228.98,,,34,965,34,33.74,965D6-(E1);
07.12.21 10:12:10,11.8,244.6,204.89,216.53,188.02,173.18,190.1,260.09,217.9,218.17,231.51,222.03,174.19,176.47,220.1,232.07,198.76,227.03,193.76,265.75,181.57,242.59,210.54,222.03,,,34,965,34,33.75,965D6-(E1);
07.12.21 10:12:25,12.05,225.63,174.19,199.29,174.94,191.92,193.76,269.35,214.62,241.16,218.45,211.35,192.71,163.67,225.08,222.58,207.84,227.03,179.01,243.74,191.4,252.73,210,220.92,,,34,965,34,33.75,965D6-(E1);
07.12.21 10:12:40,12.3,232.64,189.58,240.01,192.19,171.66,163.42,291.48,194.28,218.45,244.32,197.18,189.58,183.11,224.8,212.17,198.24,225.63,196.39,252.15,182.34,235.46,206.23,228.7,,,34,965,34,33.78,965D6-(E1);
07.12.21 10:12:55,12.55,273.28,198.24,226.75,208.65,175.7,165.41,246.05,247.78,240.3,242.88,210.54,203.55,172.67,219.27,213.26,216.26,228.98,212.71,234.05,195.86,249.52,184.65,216.26,,,34,965,34,33.81,965D6-(E1);
07.12.21 10:13:10,12.8,274.8,180.29,238.87,190.88,154.33,184.14,272.68,196.65,218.72,212.98,204.09,161.44,165.91,191.66,231.79,194.28,233.76,172.17,245.47,208.38,232.64,215.16,205.69,,,34,965,34,33.81,965D6-(E1);
07.12.21 10:13:25,13.05,244.03,183.37,222.03,198.5,170.91,173.68,290.54,203.02,197.71,229.82,228.15,175.7,173.68,194.28,206.77,214.62,215.16,183.11,242.59,191.4,234.61,191.14,213.26,,,34,965,34,33.83,965D6-(E1);
07.12.21 10:13:40,13.3,293.99,194.02,228.15,209.19,192.71,212.71,265.15,235.46,205.16,233.76,244.03,216.53,185.69,247.2,236.31,244.6,236.6,189.06,270.86,195.33,259.5,206.77,247.49,,,34,965,34,33.85,965D6-(E1);
07.12.21 10:13:55,13.55,259.5,186.98,204.62,190.1,188.8,191.66,298.41,215.16,202.48,189.06,223.69,174.94,168.15,202.48,212.44,225.63,212.17,182.08,257.72,199.56,239.44,191.66,215.98,,,34,965,34,33.88,965D6-(E1);
07.12.21 10:14:10,13.8,260.09,225.91,267.85,220.37,219,207.84,297.78,222.31,244.6,237.73,214.62,199.29,200.62,247.49,269.35,244.6,237.16,209.19,262.46,219.55,271.16,223.69,244.32,,,34,965,34,33.89,965D6-(E1);
07.12.21 10:14:25,14.05,291.79,219.55,243.17,236.31,181.57,196.12,303.83,245.47,249.23,236.03,212.44,196.39,183.37,234.05,264.25,236.88,224.8,196.91,259.2,183.37,272.07,222.58,238.87,,,34,965,34,33.92,965D6-(E1);
07.12.21 10:14:40,14.3,231.51,175.2,224.8,199.29,188.54,182.85,248.07,210,209.73,223.69,205.96,194.02,190.88,203.82,228.42,234.61,216.53,191.92,224.52,192.45,235.75,196.39,222.31,,,34,965,34,33.92,965D6-(E1);
07.12.21 10:14:55,14.55,246.05,178.5,222.31,197.71,177.23,191.4,296.2,208.92,223.69,208.11,240.59,177.74,166.9,198.5,225.63,221.48,228.15,194.55,265.15,179.01,239.44,212.44,201.69,,,34,965,34,33.96,965D6-(E1);
07.12.21 10:15:10,14.8,244.32,165.91,221.75,201.95,172.67,198.76,284.62,208.92,238.87,209.73,218.45,179.78,176.47,203.82,216.26,222.86,240.01,204.09,267.55,197.97,250.11,209.46,217.62,,,34,965,34,33.96,965D6-(E1);
07.12.21 10:15:25,15.05,242.02,194.02,221.75,154.09,170.41,163.92,234.05,199.03,198.24,189.32,222.58,167.4,157.26,195.86,255.07,203.02,207.57,170.66,252.44,167.15,218.72,207.57,197.71,,,34,965,34,33.99,965D6-(E1);
07.12.21 10:15:40,15.3,251.56,223.41,234.33,192.97,202.22,175.7,276.32,254.19,234.05,246.34,224.8,205.16,174.69,222.03,228.15,235.75,232.64,196.91,278.16,194.02,263.95,219.82,208.38,,,34,965,34,33.99,965D6-(E1);
07.12.21 10:15:55,15.55,287.73,204.09,228.98,185.17,183.62,195.86,288.66,225.36,226.19,225.08,228.15,164.41,175.96,225.91,242.3,190.88,238.3,179.78,248.07,182.85,249.81,208.11,199.56,,,34,965,34,34.02,965D6-(E1);
07.12.21 10:16:10,15.8,238.87,196.91,233.2,201.95,177.99,180.03,267.85,215.98,201.69,256.84,219.55,172.42,184.14,220.92,231.23,222.31,208.11,189.06,254.19,203.55,242.88,203.02,214.62,,,34,965,34,34.03,965D6-(E1);
07.12.21 10:16:25,16.05,263.95,179.01,242.59,237.45,179.01,185.69,283.08,208.92,223.41,257.13,229.54,175.45,173.43,208.92,258.9,223.69,249.23,193.23,264.25,225.63,246.62,220.37,217.62,,,34,965,34,34.05,965D6-(E1);
07.12.21 10:16:40,16.3,248.07,179.01,227.31,201.69,196.91,186.46,276.32,224.52,221.2,250.98,215.98,201.42,187.5,222.03,276.32,269.05,223.69,212.17,247.2,204.09,254.49,214.89,228.98,,,34,965,34,34.06,965D6-(E1);
07.12.21 10:16:55,16.55,280,212.17,251.85,181.06,182.08,189.84,288.97,227.87,208.65,291.48,223.41,164.17,167.9,216.53,281.23,257.72,199.56,172.42,281.23,190.62,270.56,212.71,218.72,,,34,965,34,34.1,965D6-(E1);
07.12.21 10:17:10,16.8,246.05,208.38,221.2,192.45,183.11,201.95,301.92,229.54,253.02,277.85,224.52,176.21,183.37,214.34,264.55,262.17,252.15,196.39,271.16,190.1,270.56,213.26,231.23,,,34,965,34,34.11,965D6-(E1);
07.12.21 10:17:25,17.05,247.49,186.72,215.71,193.5,178.76,186.98,273.28,227.03,224.52,229.82,192.45,159.47,170.16,204.62,248.94,201.69,208.92,184.65,239.16,200.09,244.03,207.04,210.54,,,34,965,34,34.13,965D6-(E1);
07.12.21 10:17:40,17.3,249.23,169.9,248.07,197.97,173.93,178.76,280.3,225.08,238.87,231.23,221.75,163.42,172.42,191.4,260.09,241.16,250.69,188.02,279.69,193.23,252.73,205.96,219.55,,,34,965,34,34.16,965D6-(E1);
07.12.21 10:17:55,17.55,225.91,186.98,214.89,150.45,166.4,173.18,259.79,225.91,214.34,206.5,186.72,151.9,157.51,197.97,235.75,220.37,230.67,182.34,240.87,172.67,232.35,186.46,204.35,,,34,965,34,34.17,965D6-(E1);
07.12.21 10:18:10,17.8,273.89,179.27,262.76,184.14,173.68,190.1,289.6,253.61,236.88,274.8,217.62,208.38,192.71,227.87,284.93,260.68,257.43,177.99,301.28,187.24,254.78,213.26,250.98,,,34,965,34,34.2,965D6-(E1);
07.12.21 10:18:25,18.05,250.98,161.2,226.19,183.11,173.18,149.24,243.74,247.2,244.32,218.72,219.55,183.37,166.65,207.3,256.25,256.54,217.62,179.01,239.16,189.32,237.73,204.89,219.55,,,34,965,34,34.2,965D6-(E1);
07.12.21 10:18:40,18.3,267.85,219,240.59,180.8,199.82,160.7,249.52,239.73,235.46,223.14,197.71,176.21,177.48,213.8,263.66,235.46,235.18,194.02,250.98,192.19,249.52,205.96,214.89,,,34,965,34,34.23,965D6-(E1);
07.12.21 10:18:55,18.55,260.68,219,245.47,201.15,182.08,209.19,267.85,209.46,221.2,212.17,194.28,153.12,165.41,236.6,255.07,215.98,230.95,196.91,237.16,168.9,244.6,202.48,214.89,,,34,965,34,34.24,965D6-(E1);
07.12.21 10:19:10,18.8,283.08,163.18,235.75,196.91,189.06,178.76,261.87,226.19,234.05,244.89,201.42,155.07,167.65,217.9,261.28,249.23,250.98,199.56,272.68,195.33,258.02,205.69,215.44,,,34,965,34,34.27,965D6-(E1);
07.12.21 10:19:25,19.05,269.95,192.45,242.88,196.91,189.58,172.17,261.28,234.9,217.08,227.31,214.34,155.8,176.72,215.98,245.47,272.07,240.87,172.92,234.9,168.15,244.6,194.81,212.98,,,34,965,34,34.28,965D6-(E1);
07.12.21 10:19:40,19.3,248.36,202.48,238.02,191.14,195.86,153.85,266.65,223.41,214.07,261.57,214.34,183.88,166.65,217.9,249.81,237.16,211.63,187.24,271.77,197.44,234.33,198.24,221.48,,,34,965,34,34.31,965D6-(E1);
07.12.21 10:19:55,19.55,278.77,204.62,251.85,205.16,199.03,156.04,286.79,251.85,219.27,211.08,210.54,158.49,161.94,213.53,255.07,243.74,236.88,197.97,286.79,191.4,243.74,221.2,226.19,,,34,965,34,34.31,965D6-(E1);
07.12.21 10:20:10,19.8,266.65,168.15,201.42,192.45,191.92,191.92,242.59,218.72,217.9,249.81,196.65,152.15,156.29,210.81,278.16,237.16,219.82,184.14,243.74,192.45,223.69,203.28,221.48,,,34,965,34,34.34,965D6-(E1);
07.12.21 10:20:25,20.05,269.05,189.84,247.49,199.56,181.06,164.66,252.73,246.62,238.87,220.65,205.69,167.15,172.42,217.35,281.84,252.73,246.62,192.19,286.17,200.09,236.31,234.33,229.82,,,34,965,34,34.35,965D6-(E1);
07.12.21 10:20:40,20.3,260.98,203.28,232.64,200.09,204.35,175.2,276.63,233.76,240.3,239.73,218.72,194.81,169.9,223.69,270.56,242.02,257.13,187.76,260.68,210.27,244.6,204.09,211.9,,,34,965,34,34.38,965D6-(E1);
07.12.21 10:20:55,20.55,269.35,193.23,247.49,183.37,189.84,176.72,297.78,228.42,219,253.61,200.09,163.67,151.18,222.03,256.25,234.61,264.85,191.66,281.84,206.23,247.49,221.2,212.17,,,34,965,34,34.38,965D6-(E1);
07.12.21 10:21:10,20.8,238.02,227.31,226.19,202.22,196.91,158.74,260.68,228.42,230.11,217.08,210.81,156.53,145.4,240.01,269.95,251.56,212.98,177.23,251.27,204.35,250.11,204.89,201.69,,,34,965,34,34.42,965D6-(E1);
07.12.21 10:21:25,21.05,272.07,214.07,234.9,185.17,210.54,190.62,301.28,262.46,242.02,251.85,219,166.65,170.66,199.56,261.87,260.98,248.65,192.71,279.38,223.41,235.46,225.63,236.03,,,34,965,34,34.42,965D6-(E1);
07.12.21 10:21:40,21.3,253.61,199.82,247.49,162.93,214.34,158.74,275.71,245.47,209.19,246.62,201.15,183.88,154.09,228.7,269.05,246.62,240.01,174.94,254.49,225.63,241.44,214.89,219.27,,,34,965,34,34.46,965D6-(E1);
07.12.21 10:21:55,21.55,282.46,182.34,262.46,195.07,190.88,180.03,278.77,246.34,216.26,236.6,211.35,190.62,176.21,219.27,268.45,286.48,257.43,201.95,269.65,229.26,246.91,220.1,227.03,,,34,965,34,34.46,965D6-(E1);
07.12.21 10:22:10,21.8,262.17,200.89,250.98,196.12,189.32,173.43,276.02,237.73,225.36,240.3,206.5,163.67,162.43,217.08,266.95,250.69,227.59,184.4,273.59,206.77,244.6,217.08,215.16,,,34,965,34,34.49,
07.12.21 10:22:25,22.05,259.2,200.62,249.81,195.07,190.1,173.18,274.19,237.45,225.36,239.73,206.23,163.42,161.94,216.53,264.85,248.36,227.03,184.65,275.71,207.57,244.6,218.17,215.16,,,34,965,34,34.49,
07.12.21 10:22:40,22.3,260.39,201.42,249.81,195.33,190.62,172.92,274.19,232.64,225.91,240.3,206.5,163.92,162.43,217.08,265.45,247.2,227.59,184.65,277.55,207.84,244.6,218.45,215.71,,,34,965,34,34.48,
07.12.21 10:22:55,22.55,256.25,201.69,248.65,195.86,190.62,171.91,272.37,231.51,224.52,240.87,206.23,163.18,161.44,215.71,265.45,246.34,226.75,184.4,278.46,209.46,242.59,218.45,215.98,,,34,965,34,34.46,
07.12.21 10:23:10,22.8,254.19,201.42,246.91,195.07,190.62,171.66,272.37,231.23,225.08,240.3,203.82,162.68,160.95,214.07,264.25,245.47,227.87,184.14,279.08,208.65,240.3,220.92,215.71,,,34,965,34,34.44,
07.12.21 10:23:25,23.05,252.73,201.42,246.91,195.07,190.62,171.16,271.16,228.15,224.8,239.73,203.55,162.93,161.2,213.8,264.25,244.32,225.91,183.88,276.63,204.35,242.02,218.72,215.44,,,34,965,34,34.44,
07.12.21 10:23:40,23.3,250.4,202.22,246.34,194.02,191.92,170.41,270.26,232.92,223.69,238.87,202.22,161.69,160.7,214.62,263.36,243.17,224.52,184.14,275.1,204.09,238.59,217.62,215.71,,,34,965,34,34.41,
07.12.21 10:23:55,23.55,248.07,200.62,250.69,194.28,191.4,170.41,266.95,223.14,224.52,237.73,201.42,161.94,159.97,210.54,263.66,241.44,223.41,183.62,274.5,202.75,236.6,219.27,215.16,,,34,965,34,34.38,
07.12.21 10:24:10,23.8,249.23,201.69,242.59,193.5,192.19,169.4,265.15,223.14,224.25,236.88,200.89,161.2,160.21,209.73,260.98,241.16,222.86,184.14,273.59,200.89,236.88,217.62,215.98,,,34,965,34,34.35,
07.12.21 10:24:25,24.05,247.49,201.95,241.44,192.97,192.19,169.4,262.76,222.03,224.52,237.45,199.03,161.2,159.97,207.3,257.72,239.44,221.75,183.62,272.07,201.95,236.03,217.9,215.98,,,34,965,34,34.34,
