Measurement Name :,Plate2_20211206_31C_PR,,Generated On :,"06/12/2021, 10:26:08",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
06.12.21 10:14:45,26.38,154.62,182.43,110.14,244.77,231.53,117.69,205.05,205.62,186,210.48,187.66,217.42,183.53,129.82,165.43,218.29,198.54,205.33,194.89,170.5,205.62,195.45,200.51,,,31,965,34,31.35,
06.12.21 10:15:00,26.63,154.62,181.89,108.45,245.38,228.27,115.73,205.05,203.34,185.18,206.76,187.38,215.96,182.16,126.82,164.63,224.72,201.64,205.33,192.1,168.36,204.48,194.33,199.67,,,31,965,34,31.35,
06.12.21 10:15:15,26.88,154.09,182.16,110.87,246.9,226.79,115,199.95,203.63,185.18,203.91,187.38,215.38,181.61,123.6,163.04,223.26,200.23,205.33,190.99,166.49,203.06,189.04,199.38,,,31,965,34,31.35,
06.12.21 10:15:30,27.13,155.4,181.89,111.59,243.86,229.75,112.81,197.69,202.21,184.9,203.91,186.28,213.36,178.88,121.13,161.45,218.29,197.13,205.62,189.88,160.13,204.2,179.16,196.85,,,31,965,34,31.34,
06.12.21 10:15:45,27.38,155.14,181.89,103.41,241.43,225.31,110.62,199.38,200.79,185.18,199.67,186,214.81,177.52,118.91,158.55,217.12,195.45,206.19,186.83,159.07,201.93,178.07,195.73,,,31,965,34,31.34,
06.12.21 10:16:00,27.63,154.62,181.34,101.74,242.04,220.04,110.14,197.13,199.67,184.35,197.13,186.56,212.5,175.62,115.49,155.14,217.42,191.54,205.9,185.18,153.83,206.76,175.62,194.05,,,31,965,34,31.33,
06.12.21 10:16:15,27.88,154.62,181.34,99.83,239.92,219.16,108.21,195.45,198.54,184.63,194.61,186.56,210.77,174.54,113.54,152.01,217.42,189.88,206.19,183.53,148.64,194.05,181.34,193.77,,,31,965,34,31.33,
06.12.21 10:16:30,28.13,155.14,181.34,99.12,238.11,215.67,105.32,192.94,197.69,183.8,192.1,186.56,210.19,171.85,110.62,148.38,216.54,189.88,205.62,182.43,146.83,193.49,177.79,191.54,,,31,965,34,31.31,
06.12.21 10:16:45,28.38,154.88,181.61,96.05,237.51,213.94,103.41,191.26,196.57,184.35,190.99,186,209.33,170.23,107.97,146.32,214.52,189.04,205.9,187.11,152.01,189.6,178.88,191.26,,,31,965,34,31.31,
06.12.21 10:17:00,28.63,154.62,180.52,94.63,236.91,211.63,101.74,190.43,195.45,183.26,189.04,186,208.47,168.89,105.32,144.26,212.78,186.83,206.47,179.16,150.71,189.32,175.62,188.77,,,31,965,34,31.31,
06.12.21 10:17:15,28.88,155.14,181.07,95.34,231.23,212.78,99.36,190.71,194.33,183.53,187.66,185.45,205.9,167.56,103.17,143.75,211.34,185.73,206.76,179.43,144.52,186.56,174,187.11,,,31,965,34,31.31,
06.12.21 10:17:30,29.13,154.09,180.79,88.08,230.94,206.76,96.05,190.43,194.05,183.8,185.18,185.45,204.2,164.63,100.07,142.73,219.74,183.26,206.47,176.71,142.73,186,171.04,184.9,,,31,965,34,31.3,
06.12.21 10:17:45,29.38,153.83,180.25,86.69,228.86,205.05,94.4,187.66,194.61,183.26,182.98,184.35,203.06,162.77,98.17,141.45,208.76,183.8,205.9,170.77,144.26,183.26,166.49,184.63,,,31,965,34,31.3,
06.12.21 10:18:00,29.63,154.62,180.52,87.15,230.94,203.34,92.05,183.53,190.15,182.98,180.25,184.35,201.93,160.66,97.23,140.68,205.33,181.07,205.9,159.6,140.94,183.53,167.29,183.26,,,31,965,34,31.3,
06.12.21 10:18:15,29.88,153.57,179.7,84.83,229.45,201.93,90.18,182.16,188.21,182.98,177.52,184.08,200.79,158.81,95.1,138.39,205.33,181.07,206.47,150.97,140.68,187.94,161.45,181.07,,,31,965,34,31.3,
06.12.21 10:18:30,30.13,153.83,179.7,79.54,228.27,201.93,87.62,181.61,186.83,182.98,174.27,184.08,199.38,157.23,94.63,136.11,202.78,179.7,205.9,148.64,140.68,173.46,159.34,180.25,,,31,965,34,31.28,
06.12.21 10:18:45,30.38,153.31,179.43,78.16,228.27,196.85,85.3,182.16,184.9,182.71,171.58,184.9,198.26,154.36,92.52,133.84,201.08,180.25,206.47,148.12,132.58,169.97,159.07,177.79,,,31,965,34,31.28,
06.12.21 10:19:00,30.63,152.79,179.97,77.02,232.13,197.98,82.06,179.16,184.08,182.43,168.63,183.8,196.29,152.53,90.88,130.82,200.23,178.07,205.33,147.87,131.07,170.5,160.92,176.17,,,31,965,34,31.28,
06.12.21 10:19:15,30.88,152.53,179.97,75.65,229.15,194.33,79.31,177.25,182.43,182.16,166.49,183.53,194.89,150.97,88.55,129.07,196.57,176.71,206.19,150.19,130.32,165.43,155.4,175.9,,,31,965,34,31.28,
06.12.21 10:19:30,31.13,152.01,178.61,74.29,227.67,189.32,76.56,174.54,181.61,181.61,164.1,183.53,197.41,147.87,86.92,127.07,195.45,176.71,206.76,152.27,133.84,164.36,165.43,173.46,,,31,965,34,31.28,
06.12.21 10:19:45,31.38,150.45,178.34,77.93,224.43,187.38,74.51,172.92,180.25,181.89,162.51,183.26,189.6,145.29,85.53,123.84,192.66,174.54,206.19,145.55,127.82,162.24,157.23,172.38,,,31,965,34,31.28,
06.12.21 10:20:00,31.63,150.71,178.61,75.2,222.67,185.45,72.93,171.31,178.61,182.16,160.39,182.98,187.38,142.73,83.91,122.11,191.82,171.85,205.62,145.03,127.07,160.13,150.71,171.04,,,31,965,34,31.27,
06.12.21 10:20:15,31.88,149.93,178.07,69.09,221.5,184.9,70.67,170.23,178.07,181.07,158.02,182.71,184.9,141.19,82.52,119.16,195.45,171.04,205.9,142.98,126.58,159.6,149.93,169.43,,,31,965,34,31.25,
06.12.21 10:20:30,32.13,149.16,177.52,71.34,219.16,182.98,70.89,168.89,177.25,180.79,155.14,181.89,182.43,139.15,80.68,116.71,190.15,168.63,205.62,141.45,125.33,159.07,155.14,167.83,,,31,965,34,31.25,
06.12.21 10:20:45,32.38,147.61,177.52,65.5,219.16,182.43,70.21,168.63,175.9,181.61,153.05,182.98,181.34,138.39,78.39,115.49,189.6,168.89,205.62,140.68,126.08,157.23,158.55,165.69,,,31,965,34,31.24,
06.12.21 10:21:00,32.63,145.55,176.71,63.71,218.58,181.61,68.86,168.09,174.27,181.61,150.71,182.71,178.34,137.38,76.11,113.05,189.04,166.49,205.9,136.36,124.34,153.83,154.88,164.89,,,31,965,34,31.24,
06.12.21 10:21:15,32.88,143.49,177.52,62.15,215.38,181.07,66.62,167.56,175.08,180.79,147.61,181.89,174.81,137.38,74.51,111.59,189.04,165.43,206.47,133.08,125.08,149.42,149.93,163.83,,,31,965,34,31.24,
06.12.21 10:21:30,33.13,141.45,177.52,60.82,209.62,178.88,65.95,165.69,171.85,180.25,145.03,181.89,168.36,132.83,75.88,109.66,187.38,157.5,206.19,131.07,124.09,145.03,150.71,161.18,,,31,965,34,31.21,
06.12.21 10:21:45,33.38,139.66,176.98,59.94,209.05,174.54,65.72,165.16,169.43,180.52,144.01,181.34,165.96,131.57,77.02,107.73,186.83,155.66,205.9,131.83,125.83,145.29,146.83,161.45,,,31,965,34,31.24,
06.12.21 10:22:00,33.63,138.14,176.44,59.27,207.9,171.31,64.16,163.83,164.89,180.25,142.47,181.61,163.04,130.57,76.34,106.04,187.66,154.36,206.76,130.57,124.09,141.96,148.12,158.29,,,31,965,34,31.23,
06.12.21 10:22:15,33.88,137.63,176.71,57.72,208.76,168.36,61.93,159.6,163.83,179.97,139.66,181.07,161.45,129.07,75.65,104.13,186.28,153.57,205.9,129.32,126.08,141.7,145.8,158.02,,,31,965,34,31.23,
06.12.21 10:22:30,34.13,136.62,176.44,56.4,205.62,166.49,59.71,157.76,162.24,180.25,137.63,179.97,159.6,128.32,74.29,102.93,186,152.01,205.05,128.32,119.16,141.96,145.55,157.23,,,31,965,34,31.21,
06.12.21 10:22:45,34.38,135.35,176.44,55.08,204.48,162.77,57.5,154.88,161.45,179.16,134.85,180.25,158.02,127.57,72.02,101.26,185.45,150.45,206.19,126.33,116.95,140.43,138.39,155.4,,,31,965,34,31.21,
06.12.21 10:23:00,34.63,133.84,175.62,53.55,204.2,160.66,55.96,152.01,160.39,179.43,132.83,180.52,156.97,125.83,70.89,100.55,179.97,150.19,205.33,125.58,119.65,146.06,131.32,152.27,,,31,965,34,31.21,
06.12.21 10:23:15,34.88,134.09,176.44,53.33,203.34,160.66,54.43,149.16,154.88,180.25,131.07,179.7,155.4,124.84,69.54,100.55,183.26,149.42,206.47,126.82,118.42,141.7,131.57,150.97,,,31,965,34,31.21,
06.12.21 10:23:30,35.13,141.19,176.71,52.02,206.47,164.89,53.77,146.83,153.05,179.7,129.32,180.52,155.4,123.6,67.74,100.07,175.62,148.64,206.19,126.82,118.18,146.06,135.1,149.68,,,31,965,34,31.2,
06.12.21 10:23:45,35.38,131.83,176.44,50.71,205.05,162.51,53.77,143.24,150.97,179.7,128.07,179.97,155.14,121.87,65.72,99.83,172.92,146.83,205.9,122.36,116.46,135.6,135.6,147.61,,,31,965,34,31.2,
06.12.21 10:24:00,35.63,135.1,175.62,49.4,202.78,162.24,50.49,141.7,150.71,179.16,125.33,179.7,153.31,120.14,64.83,98.65,171.58,145.55,205.9,115.73,115.24,133.84,135.35,148.38,,,31,965,34,31.19,
06.12.21 10:24:15,35.88,125.58,176.17,48.54,199.95,160.39,50.71,140.43,145.55,179.7,124.09,179.16,153.05,118.18,63.27,97.94,170.5,143.24,205.62,114.75,110.38,131.32,134.85,146.32,,,31,965,34,31.17,
06.12.21 10:24:30,36.13,123.84,176.17,48.54,196.29,157.5,49.4,139.15,145.8,178.88,122.11,179.7,152.27,118.67,62.15,97.23,170.23,141.96,206.76,106.04,107.25,140.68,135.35,145.55,,,31,965,34,31.17,
06.12.21 10:24:45,36.38,121.87,175.35,46.15,191.82,157.5,51.15,138.14,144.01,178.88,120.14,179.16,150.45,116.71,61.71,95.58,168.36,139.92,205.05,104.84,105.08,129.32,135.1,143.49,,,31,965,34,31.17,
06.12.21 10:25:00,36.63,118.67,175.35,44.43,188.49,154.62,50.71,136.11,142.47,178.07,117.93,178.61,148.64,115.73,60.82,95.81,167.83,139.15,205.9,103.41,104.37,128.07,141.96,141.7,,,31,965,34,31.17,
06.12.21 10:25:15,36.88,116.95,174.81,44.21,187.11,154.09,49.84,134.09,141.7,178.61,117.44,178.07,146.58,114.27,59.71,94.87,167.29,138.39,204.76,102.69,104.84,125.58,134.85,140.43,,,31,965,34,31.16,
06.12.21 10:25:30,37.13,115,175.08,43.56,186,151.75,48.1,133.08,140.17,178.34,115.73,178.88,149.68,113.78,58.61,94.16,166.76,138.14,205.9,102.93,100.79,134.09,134.34,146.06,,,31,965,34,31.16,
