Measurement Name :,Plate4_20211207_PR_34C,,Generated On :,"07/12/2021, 12:38:45",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.12.21 12:27:53,24.8,184.14,191.14,177.99,198.5,130.3,156.53,212.98,197.97,195.33,210.27,173.68,181.31,187.24,177.99,182.08,151.9,160.46,191.4,210.81,168.65,189.58,197.18,203.28,,,34,965,34,33.55,
07.12.21 12:28:08,25.05,184.14,190.88,175.96,198.76,130.53,156.53,213.8,198.5,194.28,210,174.19,179.27,187.24,177.48,181.31,151.66,158.74,191.66,211.35,168.4,189.06,197.44,203.82,,,34,965,34,33.55,
07.12.21 12:28:23,25.3,184.14,190.88,174.44,199.03,129.37,156.29,212.71,197.44,193.23,209.19,174.19,177.74,186.72,175.45,180.8,151.18,157.02,191.4,210.81,168.15,187.76,198.24,203.02,,,34,965,34,33.53,
07.12.21 12:28:38,25.55,184.4,190.88,173.18,199.03,128.44,155.8,213.26,196.12,194.02,208.65,174.69,176.97,186.46,173.43,180.54,151.18,154.82,191.92,209.73,168.15,187.24,195.6,203.55,,,34,965,34,33.53,
07.12.21 12:28:53,25.8,184.91,190.36,172.67,198.76,127.97,156.29,213.8,195.6,191.66,208.38,174.94,176.72,186.46,172.67,179.78,150.69,154.33,191.14,210.54,168.65,186.72,194.55,203.55,,,34,965,34,33.52,
07.12.21 12:29:08,26.05,185.17,190.62,171.91,199.03,126.36,155.8,213.53,194.55,188.8,208.11,174.69,176.72,185.95,171.41,179.27,150.45,152.63,191.4,209.73,167.65,185.17,192.97,203.02,,,34,965,34,33.5,
07.12.21 12:29:23,26.3,184.4,190.1,169.4,198.5,124.74,155.07,212.98,193.5,186.98,207.57,174.69,176.72,185.43,169.4,178.5,150.21,151.18,190.88,209.46,166.16,184.65,191.4,203.28,,,34,965,34,33.49,
07.12.21 12:29:38,26.55,184.14,190.62,167.65,198.76,123.59,154.82,212.98,192.97,185.69,207.04,174.94,176.47,185.95,168.4,177.99,149.97,149.97,191.14,208.65,165.16,183.88,189.58,202.75,,,34,965,34,33.5,
07.12.21 12:29:53,26.8,184.4,189.84,165.91,199.03,122.45,154.09,212.71,192.71,184.91,206.23,174.69,174.44,185.17,166.16,176.97,149.73,149.24,191.14,208.92,163.92,182.85,188.54,202.75,,,34,965,34,33.49,
07.12.21 12:30:08,27.05,183.88,189.84,164.17,198.5,119.93,153.85,212.44,191.14,183.37,205.69,174.69,174.44,184.14,164.17,175.45,149,147.8,190.88,207.84,162.93,181.83,186.72,201.69,,,34,965,34,33.49,
07.12.21 12:30:23,27.3,184.14,190.1,162.93,199.29,122.67,154.33,212.44,190.62,182.34,205.69,174.94,170.41,184.65,163.67,175.45,149,147.08,191.4,207.84,162.93,181.83,185.95,202.48,,,34,965,34,33.49,
07.12.21 12:30:38,27.55,184.14,189.32,160.95,198.24,118.56,152.63,211.35,188.8,181.06,204.89,174.94,169.4,184.65,161.44,173.68,148.28,144.44,190.88,207.04,162.43,180.8,184.65,201.69,,,34,965,34,33.48,
07.12.21 12:30:53,27.8,184.65,190.1,159.23,198.24,115.62,152.87,212.44,187.76,180.54,204.35,175.2,169.9,184.14,159.72,174.44,148.28,142.77,191.14,207.04,162.19,179.78,183.62,201.15,,,34,965,34,33.48,
07.12.21 12:31:08,28.05,184.4,189.06,157.51,198.5,118.11,152.15,211.63,186.98,179.27,203.02,175.2,167.4,183.62,158,172.92,148.04,141.34,191.4,205.69,161.69,179.01,182.6,201.15,,,34,965,34,33.48,
07.12.21 12:31:23,28.3,183.88,188.02,155.31,198.76,115.84,152.39,212.98,186.72,177.99,202.75,174.94,165.66,183.62,157.02,169.4,148.04,139.21,190.88,205.69,161.94,178.25,180.54,200.89,,,34,965,34,33.46,
07.12.21 12:31:38,28.55,183.37,187.5,154.09,198.5,118.11,152.15,211.9,185.69,176.72,201.42,174.94,165.91,183.11,155.07,167.9,147.56,138.27,191.4,204.09,161.44,177.74,176.21,200.62,,,34,965,34,33.46,
07.12.21 12:31:53,28.8,183.37,187.24,151.18,198.5,116.3,151.9,211.35,184.14,174.19,199.56,175.2,164.91,183.11,154.09,165.91,147.08,136.61,191.4,202.75,160.95,176.72,169.65,200.62,,,34,965,34,33.45,
07.12.21 12:32:08,29.05,182.85,187.76,148.52,198.5,112.46,151.42,210.81,183.11,173.18,199.03,175.45,165.16,182.85,152.63,163.67,147.08,135.2,190.88,201.15,160.95,175.96,167.65,200.62,,,34,965,34,33.45,
07.12.21 12:32:23,29.3,183.11,186.98,146.12,198.24,106.43,150.69,210.81,181.31,171.91,197.71,174.69,160.95,182.08,150.94,160.46,146.36,134.03,190.88,199.56,159.97,174.94,166.16,199.82,,,34,965,34,33.45,
07.12.21 12:32:38,29.55,182.6,186.72,143.96,197.71,104.21,150.21,210.54,180.03,171.16,196.91,174.94,159.97,181.57,149.97,158,146.6,133.09,190.62,195.86,159.47,173.93,164.17,198.76,,,34,965,34,33.44,
07.12.21 12:32:53,29.8,182.08,185.69,142.3,197.71,103.33,150.21,210,179.01,169.9,195.86,174.19,158.25,181.31,147.8,155.55,146.12,131.93,190.62,192.19,158.98,172.67,162.93,198.76,,,34,965,34,33.44,
07.12.21 12:33:08,30.05,182.34,185.69,140.63,197.44,105.54,149.49,209.73,177.99,169.4,194.81,174.44,158,180.8,146.6,153.6,146.12,130.53,190.88,189.84,159.23,172.42,161.44,198.76,,,34,965,34,33.42,
07.12.21 12:33:23,30.3,181.83,184.91,138.74,197.71,103.1,149.24,209.46,176.97,168.65,193.5,174.44,156.77,180.29,144.92,150.69,145.88,124.97,191.14,186.98,158.74,171.41,159.47,198.24,,,34,965,34,33.42,
07.12.21 12:33:38,30.55,181.31,184.4,137.32,197.44,101.12,149,209.19,175.7,168.15,191.4,173.93,156.53,180.29,143.49,148.52,145.16,121.53,190.88,183.62,158,170.16,157.51,196.91,,,34,965,34,33.42,
07.12.21 12:33:53,30.8,181.57,184.14,135.91,197.71,100.9,148.28,209.19,173.93,167.9,190.36,173.93,156.53,180.03,142.06,146.12,145.16,116.98,190.62,181.83,157.75,169.15,155.8,196.91,,,34,965,34,33.42,
07.12.21 12:34:08,31.05,180.54,182.85,133.8,197.71,109.1,148.04,208.65,172.67,165.91,188.28,173.43,157.02,179.78,140.4,144.2,144.68,113.59,190.36,180.29,157.02,167.4,154.09,196.65,,,34,965,34,33.42,
07.12.21 12:34:23,31.3,179.78,182.6,131.46,196.91,101.78,147.32,208.11,170.91,163.67,187.24,173.43,156.04,178.76,138.97,141.58,144.44,111.79,190.36,179.01,156.04,166.65,151.9,196.12,,,34,965,34,33.41,
07.12.21 12:34:38,31.55,179.01,181.83,128.44,197.97,103.33,147.56,207.84,169.4,161.94,186.2,173.43,155.8,178.76,138.03,139.45,143.96,110.66,190.62,178.25,154.58,164.66,150.94,195.33,,,34,965,34,33.42,
07.12.21 12:34:53,31.8,178.25,181.31,126.59,197.44,99.37,147.56,207.04,167.65,162.68,185.17,173.18,153.6,178.5,135.44,138.03,143.25,109.55,190.36,177.23,151.66,163.18,149.49,195.33,,,34,965,34,33.39,
07.12.21 12:35:08,32.05,179.27,181.06,123.82,197.44,96.09,146.36,207.04,166.4,161.44,184.65,172.67,151.66,177.74,132.16,135.44,143.49,107.98,191.14,176.47,149,161.44,148.52,195.07,,,34,965,34,33.38,
07.12.21 12:35:23,32.3,174.69,180.29,122.45,197.44,95.44,146.84,206.77,164.91,158.25,183.37,171.91,151.18,176.97,129.13,133.33,142.77,106.87,190.62,175.96,145.64,160.21,147.32,193.76,,,34,965,34,33.38,
07.12.21 12:35:38,32.55,173.18,179.52,120.84,197.18,95,146.6,206.23,162.43,155.8,182.34,171.91,150.94,176.97,127.28,131.93,143.01,106.87,190.62,175.45,142.3,158.25,146.6,193.5,,,34,965,34,33.38,
07.12.21 12:35:53,32.8,172.42,178.5,118.79,196.91,93.91,145.88,205.69,160.95,154.82,179.78,171.66,149.49,176.21,124.28,129.37,142.77,105.76,190.36,174.19,138.97,156.29,144.92,192.19,,,34,965,34,33.38,
07.12.21 12:36:08,33.05,175.96,177.48,116.75,197.18,92.83,145.16,204.09,159.47,153.85,177.99,171.41,148.76,175.96,121.99,126.36,142.3,105.32,190.36,173.18,136.14,154.58,143.49,192.45,,,34,965,34,33.38,
07.12.21 12:36:23,33.3,172.92,176.97,114.94,196.65,91.97,145.16,204.09,157.02,153.85,175.7,170.41,148.52,175.2,119.48,124.28,142.3,104.65,190.1,171.41,134.27,152.87,142.53,191.14,,,34,965,34,33.36,
07.12.21 12:36:38,33.55,168.15,176.97,112.01,196.65,87.45,144.92,203.28,155.31,154.09,173.93,170.16,148.04,174.19,115.16,122.45,141.58,102.66,190.1,170.41,132.39,151.18,140.4,190.88,,,34,965,34,33.38,
07.12.21 12:36:53,33.8,166.65,175.7,111.11,196.91,86.38,144.68,203.28,154.33,153.12,173.18,169.9,148.28,174.69,113.36,121.3,142.3,101.12,190.1,167.15,131.46,150.21,139.21,189.84,,,34,965,34,33.38,
07.12.21 12:37:08,34.05,165.66,174.69,108.43,196.65,86.81,144.44,203.02,152.63,153.12,171.91,169.65,147.8,173.68,112.46,119.48,141.34,100.24,190.1,164.91,130.06,148.28,137.56,188.8,,,34,965,34,33.38,
07.12.21 12:37:23,34.3,164.91,174.44,106.65,196.12,85.95,143.73,201.69,150.94,152.87,170.91,168.9,146.6,172.67,109.1,117.66,140.87,99.37,189.58,162.68,129.6,146.6,135.67,187.24,,,34,965,34,33.38,
07.12.21 12:37:38,34.55,164.41,172.67,104.87,196.65,86.38,143.49,201.15,149.24,152.39,170.41,168.15,144.92,172.67,107.32,116.75,140.87,98.71,190.1,160.95,130.53,144.92,134.03,186.98,,,34,965,34,33.38,
07.12.21 12:37:53,34.8,163.42,174.19,102.66,195.86,82.55,143.01,200.09,147.8,152.15,168.9,166.9,142.77,171.41,104.87,114.71,139.92,97.61,190.36,158.49,125.2,143.25,131.69,185.69,,,34,965,34,33.35,
07.12.21 12:38:08,35.05,163.18,169.15,101.12,196.65,82.76,142.77,199.82,145.88,151.42,168.9,167.15,142.06,171.41,103.1,113.13,140.16,97.4,190.1,156.77,124.74,141.82,128.9,185.17,,,34,965,34,33.35,
