Measurement Name :,20210617_Pairs_30C,,Generated On :,"17/06/2021, 12:24:21",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
17.06.21 11:43:08,24.55,189.14,196.54,189.71,206.07,173.78,191.7,197.69,204.62,201.72,203.75,183.23,208.69,175.99,121.51,199.99,202.3,170.76,164.48,187.73,207.82,186.89,207.52,205.49,,30,965,34,32.96,965D6-(E1);
17.06.21 11:43:23,24.8,226.77,194.83,229.79,229.49,208.69,198.84,223.17,242.31,208.69,218.11,201.72,228.88,202.59,158.26,214.56,230.7,195.69,185.2,215.74,238.01,217.22,231,229.79,,30,965,34,32.96,965D6-(E1);
17.06.21 11:43:38,25.05,210.45,208.11,193.4,199.7,195.69,202.01,216.04,200.57,202.59,225.27,186.32,221.68,182.39,120.5,210.74,216.92,199.7,171.85,201.43,197.69,195.69,209.57,212.79,,30,965,34,32.97,965D6-(E1);
17.06.21 11:43:53,25.3,218.11,210.45,183.23,204.91,172.13,190.84,201.43,216.63,204.62,215.74,191.41,213.97,200.57,125.57,207.82,215.15,183.79,204.33,202.01,213.97,192.55,218.11,215.74,,30,965,34,32.99,965D6-(E1);
17.06.21 11:44:08,25.55,206.36,192.26,194.54,231.3,204.91,207.23,216.92,224.07,194.83,224.67,199.13,223.17,204.62,143.13,231.91,213.09,179.88,204.33,195.4,214.56,198.84,219.89,222.58,,30,965,34,33,965D6-(E1);
17.06.21 11:44:23,25.8,207.52,220.49,202.59,214.27,217.81,218.11,232.21,234.64,216.92,221.38,197.4,220.19,172.4,136.88,226.17,232.52,196.26,200.85,211.03,219.3,203.75,225.27,234.04,,30,965,34,33.01,965D6-(E1);
17.06.21 11:44:38,26.05,204.62,213.38,189.99,240.15,186.04,211.91,212.79,219,214.56,224.37,189.71,223.47,211.33,134.55,213.68,218.7,182.11,205.2,191.7,222.58,194.26,225.27,220.49,,30,965,34,33.03,965D6-(E1);
17.06.21 11:44:53,26.3,223.17,233.43,197.4,228.88,202.3,234.04,226.47,226.47,216.92,243.54,218.7,232.82,202.88,145.5,224.67,227.37,196.26,206.94,222.58,230.09,208.98,230.09,224.37,,30,965,34,33.04,965D6-(E1);
17.06.21 11:45:08,26.55,206.36,181.55,215.74,217.22,177.93,196.83,200.28,222.28,190.84,217.52,183.79,219,171.03,129.66,208.69,218.41,190.28,215.74,183.51,208.4,189.14,217.81,211.33,,30,965,34,33.04,965D6-(E1);
17.06.21 11:45:23,26.8,193.69,179.6,203.75,227.98,179.05,207.52,212.21,219.6,214.86,230.09,197.4,215.45,185.2,129.66,211.62,219.3,188.01,193.69,191.98,226.47,192.26,213.09,215.74,,30,965,34,33.05,965D6-(E1);
17.06.21 11:45:38,27.05,209.57,193.97,211.33,229.49,211.91,209.28,214.27,220.19,208.69,227.68,201.14,214.56,185.48,122.53,226.47,231.61,166.93,184.64,201.72,203.75,197.69,208.4,215.45,,30,965,34,33.07,965D6-(E1);
17.06.21 11:45:53,27.3,221.68,204.04,202.3,220.79,198.84,203.46,205.49,223.77,197.69,215.74,181,223.17,188.01,134.29,228.88,211.03,185.76,185.2,202.59,215.74,192.55,214.56,222.87,,30,965,34,33.08,965D6-(E1);
17.06.21 11:46:08,27.55,207.82,223.47,188.86,236.78,204.33,218.11,216.92,225.57,204.33,219.3,189.99,216.63,202.88,133.51,221.08,223.77,174.61,188.01,194.54,221.38,208.69,219.3,220.19,,30,965,34,33.08,965D6-(E1);
17.06.21 11:46:23,27.8,210.45,175.44,199.13,206.65,166.93,193.12,210.15,227.98,192.83,229.18,186.6,210.74,189.14,121.26,197.4,213.68,180.44,174.33,191.13,212.21,188.3,195.11,205.49,,30,965,34,33.1,965D6-(E1);
17.06.21 11:46:38,28.05,202.3,192.83,194.54,222.28,206.07,215.45,214.56,234.95,199.41,209.86,184.92,223.47,187.73,136.88,232.52,220.19,191.7,201.43,204.33,228.28,194.83,223.17,218.41,,30,965,34,33.1,965D6-(E1);
17.06.21 11:46:53,28.3,188.58,193.4,187.45,224.37,191.13,204.91,211.91,206.07,201.43,195.69,180.72,217.22,197.4,131.45,198.55,217.81,181.27,201.43,179.32,204.91,184.64,207.23,211.03,,30,965,34,33.11,965D6-(E1);
17.06.21 11:47:08,28.55,223.47,191.7,201.14,227.68,190.56,207.82,215.15,224.97,200.28,232.21,190.28,211.62,188.86,133.26,219.6,223.47,192.26,179.05,217.22,218.11,193.97,213.97,216.92,,30,965,34,33.14,965D6-(E1);
17.06.21 11:47:23,28.8,217.52,227.37,195.69,219.3,210.45,207.23,220.49,235.25,208.4,222.87,203.17,221.08,202.88,137.39,232.21,236.48,196.26,197.98,191.7,224.07,204.33,235.25,232.21,,30,965,34,33.14,965D6-(E1);
17.06.21 11:47:38,29.05,235.86,194.54,208.69,242.93,197.69,201.43,216.33,228.28,203.46,197.98,202.3,221.68,212.79,138.43,216.92,229.79,200.85,201.14,194.83,215.74,216.33,227.07,221.68,,30,965,34,33.15,965D6-(E1);
17.06.21 11:47:53,29.3,199.7,224.37,189.43,234.64,183.51,216.04,212.21,235.25,188.01,209.28,200.85,223.77,175.44,134.03,209.28,220.49,185.76,206.65,202.88,230.7,215.45,216.33,222.87,,30,965,34,33.15,965D6-(E1);
17.06.21 11:48:08,29.55,212.21,204.91,203.46,238.01,188.58,225.57,212.21,219.3,195.4,222.28,208.4,222.58,188.58,139.74,227.37,225.87,198.84,213.97,195.69,230.7,202.88,219.3,224.37,,30,965,34,33.18,965D6-(E1);
17.06.21 11:48:23,29.8,226.47,230.7,177.1,223.17,211.91,211.91,224.37,230.7,209.28,229.18,200.85,232.82,177.1,135.58,223.77,227.07,204.04,197.12,199.7,230.39,212.21,234.95,237.39,,30,965,34,33.18,965D6-(E1);
17.06.21 11:48:38,30.05,217.81,205.78,221.98,232.52,199.41,213.38,242.93,238.62,204.91,231.61,186.6,231.61,213.97,128.38,215.15,226.17,188.01,198.55,200.85,221.68,213.68,220.49,227.98,,30,965,34,33.19,965D6-(E1);
17.06.21 11:48:53,30.3,198.26,216.63,204.04,206.36,197.4,187.73,196.54,215.45,213.68,211.33,185.48,216.92,162.85,113.98,205.49,213.09,184.92,182.95,185.48,217.81,188.86,213.97,210.74,,30,965,34,33.22,965D6-(E1);
17.06.21 11:49:08,30.55,210.74,193.4,210.45,220.49,186.32,204.33,218.11,221.38,197.98,206.65,177.38,217.52,171.3,125.57,203.17,212.21,184.35,182.39,193.97,220.19,195.97,211.62,208.69,,30,965,34,33.21,965D6-(E1);
17.06.21 11:49:23,30.8,205.49,197.12,197.4,213.97,186.6,198.84,224.37,230.39,199.7,201.72,194.83,217.81,168.29,129.91,222.28,219.6,189.99,187.73,182.39,218.11,203.46,217.81,219,,30,965,34,33.22,965D6-(E1);
17.06.21 11:49:38,31.05,221.08,205.78,205.2,208.69,186.89,227.68,217.22,230.7,206.65,221.68,186.32,214.27,190.56,124.05,217.81,226.17,194.54,181,196.26,213.09,201.43,218.7,224.67,,30,965,34,33.24,965D6-(E1);
17.06.21 11:49:53,31.3,232.82,209.28,185.48,214.56,185.2,193.4,217.52,217.52,200.57,209.57,185.48,214.27,165.02,122.02,203.46,231.3,189.99,195.69,202.01,224.97,193.4,218.41,216.04,,30,965,34,33.25,965D6-(E1);
17.06.21 11:50:08,31.55,210.15,172.96,202.3,203.46,177.66,193.97,196.26,217.22,189.14,221.98,172.13,204.33,192.26,113.73,199.41,207.23,176.27,194.54,163.12,207.23,188.86,198.84,211.91,,30,965,34,33.26,965D6-(E1);
17.06.21 11:50:23,31.8,236.17,179.88,209.86,226.17,212.21,215.15,217.81,241.38,214.27,220.49,190.84,215.15,202.3,148.93,226.77,232.82,195.97,204.91,188.86,222.28,216.92,235.56,225.57,,30,965,34,33.26,965D6-(E1);
17.06.21 11:50:38,32.05,216.04,201.14,206.94,231.61,216.63,202.59,211.91,228.28,217.22,227.37,198.55,228.28,195.11,131.45,217.81,230.09,201.72,172.4,186.89,224.37,197.4,227.68,224.97,,30,965,34,33.28,965D6-(E1);
17.06.21 11:50:53,32.3,206.65,197.12,172.4,225.87,195.11,195.69,203.17,216.92,190.84,255.4,172.4,224.37,162.58,115.23,217.22,211.62,174.89,193.4,175.44,206.94,196.54,212.5,200.57,,30,965,34,33.28,965D6-(E1);
17.06.21 11:51:08,32.55,228.58,206.94,201.43,221.68,192.55,210.15,217.81,243.54,206.36,229.79,189.99,230.39,213.09,122.53,215.74,236.17,182.11,192.26,189.14,221.98,203.17,236.48,228.88,,30,965,34,33.29,965D6-(E1);
17.06.21 11:51:23,32.8,238.01,206.65,217.22,204.91,191.13,210.45,211.33,227.37,206.36,225.27,191.41,216.92,195.4,110.99,219.6,221.98,195.4,198.26,191.41,213.09,201.43,224.67,227.07,,30,965,34,33.29,965D6-(E1);
17.06.21 11:51:38,33.05,207.52,191.41,187.17,245.09,169.93,215.15,229.79,227.37,196.26,221.68,198.55,227.68,166.38,118.99,211.03,226.47,191.98,203.17,182.95,215.15,190.84,223.77,219,,30,965,34,33.3,965D6-(E1);
17.06.21 11:51:53,33.3,219.6,196.83,212.21,228.88,199.41,190.56,221.68,230.7,212.79,242,191.98,216.92,219.89,128.12,217.81,221.38,197.69,208.4,202.01,224.37,203.17,231.61,234.34,,30,965,34,33.32,965D6-(E1);
17.06.21 11:52:08,33.55,215.15,206.65,197.4,224.67,197.98,205.49,216.33,225.87,203.75,223.47,193.97,231,185.2,116.73,222.28,227.98,192.26,194.54,188.3,222.87,201.14,221.98,227.68,,30,965,34,33.33,965D6-(E1);
17.06.21 11:52:23,33.8,217.22,200.85,200.57,229.49,204.04,211.33,216.92,220.79,186.89,203.75,175.44,219.89,199.13,121.77,212.21,219,186.32,196.83,198.84,223.77,204.33,209.28,217.81,,30,965,34,33.33,965D6-(E1);
17.06.21 11:52:38,34.05,193.69,183.51,229.79,240.77,185.76,209.28,218.7,220.19,195.69,227.68,181.27,219,198.84,111.24,213.68,220.19,187.73,199.7,189.71,213.09,199.99,219.89,214.86,,30,965,34,33.35,965D6-(E1);
17.06.21 11:52:53,34.3,217.81,192.55,206.07,227.37,194.83,202.01,224.07,223.47,203.46,213.09,189.71,223.47,170.21,120.25,211.62,221.38,188.86,183.51,193.97,227.37,199.7,221.08,219.89,,30,965,34,33.36,965D6-(E1);
17.06.21 11:53:08,34.55,218.11,174.33,177.66,213.38,187.17,195.4,212.21,224.07,193.4,212.79,191.7,212.79,188.3,95.06,203.75,221.68,168.02,179.32,179.88,205.78,189.14,209.86,220.19,,30,965,34,33.36,965D6-(E1);
17.06.21 11:53:23,34.8,218.41,189.99,189.43,209.57,179.05,206.36,204.04,217.52,191.7,205.78,178.77,206.07,174.89,111.74,210.45,218.11,191.41,174.89,186.32,223.47,204.62,214.27,211.33,,30,965,34,33.36,965D6-(E1);
17.06.21 11:53:38,35.05,230.7,215.15,211.33,219.89,216.33,232.21,205.2,236.78,213.09,230.7,198.55,234.64,199.99,128.89,217.52,231.91,186.32,187.45,208.11,218.7,207.23,219.89,231.91,,30,965,34,33.4,965D6-(E1);
17.06.21 11:53:53,35.3,208.11,186.32,216.63,228.88,194.54,217.52,211.33,215.45,195.11,209.57,184.35,209.57,164.48,115.73,210.74,225.27,182.67,178.49,182.95,219.6,192.55,217.52,212.79,,30,965,34,33.4,965D6-(E1);
17.06.21 11:54:08,35.55,213.09,166.65,213.38,238.31,196.26,224.07,216.04,224.37,197.4,215.45,179.32,225.87,182.11,123.03,226.77,223.17,183.23,193.12,203.75,213.97,195.97,225.27,228.28,,30,965,34,33.4,965D6-(E1);
17.06.21 11:54:23,35.8,208.98,176.27,184.64,208.98,202.01,209.57,211.03,222.87,192.26,199.7,185.48,215.74,173.23,118.74,213.68,215.74,188.3,184.07,183.79,208.11,197.98,220.49,220.19,,30,965,34,33.41,965D6-(E1);
17.06.21 11:54:38,36.05,228.28,185.48,218.11,223.17,176.55,202.59,233.43,227.68,188.86,209.28,179.6,223.47,170.76,127.87,213.68,218.7,189.43,175.16,183.51,216.04,192.83,228.88,217.22,,30,965,34,33.41,965D6-(E1);
17.06.21 11:54:53,36.3,209.57,198.84,216.92,204.62,187.73,208.98,219.89,227.37,201.72,197.12,176.55,231.61,204.04,99.19,207.23,229.18,182.95,182.11,204.91,214.27,209.28,224.37,239.23,,30,965,34,33.43,965D6-(E1);
17.06.21 11:55:08,36.55,224.07,178.21,216.33,244.78,197.4,224.97,219.89,228.88,216.63,221.68,190.28,226.17,177.1,122.27,208.11,226.47,188.58,181.27,174.61,224.07,198.26,231.91,227.68,,30,965,34,33.44,965D6-(E1);
17.06.21 11:55:23,36.8,218.7,214.27,195.69,226.77,184.35,231.3,231.3,235.56,213.38,216.92,191.41,230.09,192.55,134.55,209.57,242.93,194.83,199.41,205.78,224.97,201.72,231.91,221.38,,30,965,34,33.46,965D6-(E1);
17.06.21 11:55:38,37.05,212.5,201.43,199.13,216.92,222.58,213.97,208.98,230.39,195.4,223.47,184.64,224.07,195.11,119.75,221.98,224.07,204.33,197.69,195.97,222.87,195.97,238.31,222.58,,30,965,34,33.46,965D6-(E1);
17.06.21 11:55:53,37.3,208.98,201.72,192.26,208.11,201.14,195.11,234.34,225.27,219.6,229.79,171.85,227.68,186.89,120.5,209.57,220.49,180.16,184.07,185.76,217.22,194.26,218.7,221.98,,30,965,34,33.47,965D6-(E1);
17.06.21 11:56:08,37.55,238.62,221.08,220.49,246.95,201.43,203.75,233.12,246.64,216.92,231.3,192.26,248.2,203.75,140.78,230.39,241.08,207.82,207.82,201.14,241.38,219,240.15,248.51,,30,965,34,33.47,965D6-(E1);
17.06.21 11:56:23,37.8,217.81,202.3,199.99,219.3,205.2,213.68,213.38,219,206.36,224.07,181.27,218.7,182.67,118.24,210.45,217.81,193.12,191.98,183.51,216.04,200.57,216.04,216.92,,30,965,34,33.47,
17.06.21 11:56:38,38.05,217.22,201.72,199.13,218.41,204.91,213.38,213.38,218.41,206.36,224.37,179.6,218.7,182.67,117.48,209.86,217.22,192.26,191.41,182.95,215.74,200.28,216.04,216.04,,30,965,34,33.47,
17.06.21 11:56:53,38.3,217.22,201.43,198.26,219,204.91,212.79,213.68,219.3,206.36,224.67,178.77,219,182.67,117.73,209.86,217.52,193.12,191.41,182.95,215.74,200.57,216.33,216.92,,30,965,34,33.43,
17.06.21 11:57:08,38.55,217.81,200.85,197.69,219.3,204.04,213.38,213.38,218.7,206.65,223.47,177.38,218.41,182.39,116.73,209.28,217.22,192.26,190.84,181.83,216.33,200.28,216.04,216.92,,30,965,34,33.43,
17.06.21 11:57:23,38.8,216.92,199.7,196.54,219,203.46,213.09,212.79,218.7,205.78,222.28,175.99,218.41,181.83,115.98,208.4,217.22,191.98,189.99,181.55,216.04,199.99,215.74,216.33,,30,965,34,33.41,
17.06.21 11:57:38,39.05,216.63,199.41,195.11,218.7,203.46,212.21,213.09,218.11,205.78,221.98,174.61,217.81,181.27,114.73,206.94,216.92,191.7,189.43,180.72,215.45,199.7,215.74,216.33,,30,965,34,33.4,
17.06.21 11:57:53,39.3,217.22,198.26,194.54,218.11,203.46,212.79,212.79,218.41,206.36,221.38,174.06,218.11,181.83,113.73,206.07,216.92,191.7,188.58,180.72,216.04,199.7,215.74,216.63,,30,965,34,33.38,
17.06.21 11:58:08,39.55,216.92,198.55,193.4,219,203.17,212.79,213.09,218.11,205.78,220.49,172.96,217.52,181.55,112.73,204.91,216.63,191.13,188.58,179.6,215.15,199.41,215.74,216.63,,30,965,34,33.38,
17.06.21 11:58:23,39.8,217.52,197.12,193.69,219,202.88,211.91,212.79,218.7,205.78,219.6,172.13,218.41,181,112.23,203.46,217.22,191.41,188.01,179.05,215.74,198.84,215.74,216.33,,30,965,34,33.36,
17.06.21 11:58:38,40.05,216.92,195.69,192.26,218.41,201.72,212.21,212.5,218.41,205.49,218.7,171.03,217.81,181,110.99,202.88,216.92,191.41,187.17,178.49,215.45,198.55,215.45,216.63,,30,965,34,33.35,
17.06.21 11:58:53,40.3,216.63,194.26,191.41,218.41,201.14,212.5,211.91,218.11,205.2,217.81,170.48,217.81,180.44,109.75,200.28,216.63,190.56,185.48,177.66,215.15,197.98,215.15,216.04,,30,965,34,33.35,
17.06.21 11:59:08,40.55,216.63,193.4,191.13,218.41,202.01,212.21,212.79,217.81,205.2,217.22,170.48,217.52,180.16,108.76,200.57,216.33,190.28,184.64,177.38,215.45,197.98,215.45,216.04,,30,965,34,33.33,
17.06.21 11:59:23,40.8,216.92,191.98,190.56,218.41,200.85,212.21,211.91,217.81,204.62,215.45,169.11,217.52,179.88,108.02,198.84,216.33,189.99,184.07,175.72,215.15,197.98,215.15,216.04,,30,965,34,33.32,
17.06.21 11:59:38,41.05,216.33,190.28,189.43,218.41,200.57,211.91,211.62,217.52,205.49,214.86,169.11,217.52,179.88,107.03,197.98,216.63,189.99,183.23,174.89,214.86,197.4,215.15,216.04,,30,965,34,33.32,
17.06.21 11:59:53,41.3,216.63,189.14,189.14,218.11,200.28,212.21,212.21,217.52,204.91,213.38,168.84,216.92,179.88,105.8,197.4,216.33,189.43,183.23,174.61,215.15,197.12,215.15,215.74,,30,965,34,33.32,
17.06.21 12:00:08,41.55,216.33,187.73,189.43,218.11,200.85,212.21,212.5,217.52,205.2,212.79,168.29,217.52,179.6,105.55,197.12,216.33,189.14,182.67,174.33,215.15,197.12,215.45,216.04,,30,965,34,33.3,
17.06.21 12:00:23,41.8,216.33,187.73,187.73,218.7,200.28,211.62,212.21,218.11,204.62,211.62,168.02,217.22,179.88,104.81,197.4,216.04,189.43,182.39,173.23,215.15,196.54,215.45,216.04,,30,965,34,33.29,
17.06.21 12:00:38,42.05,216.63,186.6,187.17,217.81,199.7,211.62,211.62,217.81,204.62,211.03,167.47,216.92,179.05,103.83,195.97,216.04,188.86,181.27,172.13,214.86,196.54,214.86,216.04,,30,965,34,33.28,
17.06.21 12:00:53,42.3,216.33,186.6,186.6,218.11,199.7,211.91,212.21,217.81,204.91,210.45,167.2,216.92,179.05,103.1,194.54,216.33,188.86,181.27,171.3,214.86,196.54,215.15,215.74,,30,965,34,33.28,
17.06.21 12:01:08,42.55,216.04,184.64,185.48,218.7,199.13,211.62,212.21,217.52,204.33,208.98,165.84,216.92,178.21,102.61,193.4,216.04,188.58,180.72,170.21,214.56,195.69,214.86,215.45,,30,965,34,33.26,
17.06.21 12:01:23,42.8,216.63,184.35,186.04,218.11,198.26,210.74,211.91,217.52,204.33,208.4,165.56,217.22,178.77,102.12,192.83,216.33,187.73,179.6,169.11,214.86,196.26,214.86,215.74,,30,965,34,33.25,
17.06.21 12:01:38,43.05,216.33,183.79,184.92,217.81,199.41,211.03,211.91,217.22,204.33,206.94,164.48,216.92,178.77,101.14,192.55,215.45,187.73,178.77,168.56,215.15,195.69,214.86,215.45,,30,965,34,33.25,
17.06.21 12:01:53,43.3,216.33,182.39,184.92,218.11,198.84,211.62,211.91,217.52,204.33,206.65,164.48,217.22,178.49,99.92,192.26,216.04,187.73,177.93,167.2,214.27,195.97,214.86,216.04,,30,965,34,33.25,
17.06.21 12:02:08,43.55,216.33,181.55,184.35,217.81,199.13,211.91,211.62,217.81,204.33,205.78,163.93,217.22,177.93,98.7,191.98,216.04,188.01,177.93,166.65,214.86,195.69,214.86,215.74,,30,965,34,33.22,
17.06.21 12:02:23,43.8,216.04,180.44,183.79,217.81,199.13,211.33,211.62,217.52,204.33,204.91,162.85,216.92,177.93,97.24,191.98,215.45,187.73,177.38,165.84,214.56,194.83,214.56,215.74,,30,965,34,33.22,
17.06.21 12:02:38,44.05,215.45,179.32,182.95,217.22,197.98,211.03,211.62,216.92,203.46,204.04,162.31,216.63,177.38,95.31,190.56,215.45,187.45,176.55,163.93,213.97,194.83,214.56,215.15,,30,965,34,33.22,
17.06.21 12:02:53,44.3,215.15,179.32,183.51,217.81,198.26,211.62,211.62,217.22,203.46,204.04,162.31,216.33,176.82,94.82,190.56,215.74,187.17,174.61,163.39,214.27,195.11,214.56,215.45,,30,965,34,33.19,
17.06.21 12:03:08,44.55,215.74,179.6,183.79,217.52,197.4,211.03,211.33,217.22,204.33,203.75,162.31,216.63,176.82,93.13,190.28,215.74,186.6,173.51,162.58,213.97,194.26,214.56,215.45,,30,965,34,33.18,
17.06.21 12:03:23,44.8,215.15,179.88,183.51,217.81,197.69,211.33,211.33,216.92,203.46,202.01,162.04,216.63,176.55,91.93,189.43,215.45,186.32,172.96,162.04,214.27,194.54,214.27,215.45,,30,965,34,33.18,
17.06.21 12:03:38,45.05,215.74,177.66,183.51,217.52,197.69,210.74,211.03,216.63,203.46,201.72,161.5,216.33,176.27,90.49,188.86,215.15,186.04,171.58,162.04,214.27,193.97,214.27,215.15,,30,965,34,33.16,
17.06.21 12:03:53,45.3,215.74,176.27,183.51,217.81,197.4,210.74,211.33,217.22,204.04,201.72,161.77,216.63,176.55,89.53,188.3,215.15,185.76,171.3,161.23,213.97,194.26,214.27,214.86,,30,965,34,33.18,
17.06.21 12:04:08,45.55,216.04,175.99,183.51,218.11,197.4,210.74,211.33,216.63,203.75,200.85,162.31,216.63,176.55,88.57,187.45,215.45,186.04,169.93,160.42,214.27,193.69,214.86,215.15,,30,965,34,33.15,
17.06.21 12:04:23,45.8,215.15,174.61,183.23,217.52,196.54,210.45,211.03,216.63,203.17,199.7,162.04,216.33,175.99,87.14,186.04,215.15,185.2,169.11,159.07,213.68,193.69,213.97,214.86,,30,965,34,33.15,
17.06.21 12:04:38,46.05,215.15,174.61,183.23,216.92,196.83,210.15,211.03,216.33,203.46,199.13,162.31,216.04,175.99,85.95,185.76,214.86,184.35,168.29,158.8,213.97,193.4,213.97,214.56,,30,965,34,33.15,
17.06.21 12:04:53,46.3,215.45,174.33,182.95,217.52,195.69,210.15,211.33,216.92,204.04,198.26,162.85,215.45,175.72,85.24,185.2,215.45,183.51,167.2,157.73,213.97,193.12,213.97,214.86,,30,965,34,33.14,
17.06.21 12:05:08,46.55,216.04,173.78,182.67,217.81,196.26,210.74,211.03,216.92,203.17,197.4,162.85,216.92,176.27,85,185.76,215.45,183.79,166.38,156.12,214.27,193.4,214.56,215.15,,30,965,34,33.11,
17.06.21 12:05:23,46.8,215.15,173.51,182.39,216.63,196.26,210.45,210.45,216.04,203.46,196.83,163.12,216.04,175.72,83.34,185.48,215.15,183.79,165.56,155.31,213.38,192.55,213.97,215.15,,30,965,34,33.13,
17.06.21 12:05:38,47.05,215.74,173.51,181.83,217.22,195.97,209.86,210.45,216.63,203.46,196.54,163.39,215.74,175.99,82.39,184.92,214.86,182.95,164.48,154.51,213.68,192.55,213.97,214.86,,30,965,34,33.11,
17.06.21 12:05:53,47.3,215.15,173.23,181.55,217.81,196.83,210.15,210.74,216.63,203.17,195.69,163.66,216.33,175.72,82.39,184.92,214.86,183.51,163.93,153.98,213.97,192.26,213.97,215.15,,30,965,34,33.11,
17.06.21 12:06:08,47.55,215.45,173.51,181,216.92,197.12,210.45,211.03,216.63,203.46,195.97,164.21,216.33,175.16,80.97,184.92,215.45,183.51,163.66,153.44,213.68,192.55,213.97,215.45,,30,965,34,33.1,
17.06.21 12:06:23,47.8,215.15,172.13,181,217.52,196.83,210.15,210.45,216.04,203.17,194.54,163.12,216.04,175.44,79.32,184.07,214.86,182.95,162.04,152.38,213.68,191.98,213.97,214.86,,30,965,34,33.08,
17.06.21 12:06:38,48.05,215.15,171.03,180.72,216.92,196.54,209.28,210.74,216.63,203.17,194.26,163.39,216.04,174.89,78.85,184.07,214.86,182.67,161.23,152.38,213.38,191.7,213.97,215.15,,30,965,34,33.07,
17.06.21 12:06:53,48.3,215.45,171.85,180.44,217.22,195.97,209.86,210.15,216.92,202.88,193.4,162.85,216.04,174.33,77.91,182.95,214.86,182.11,160.96,151.31,213.38,191.13,213.68,214.56,,30,965,34,33.07,
17.06.21 12:07:08,48.55,215.15,170.76,180.72,216.92,195.69,209.57,210.45,216.04,203.46,193.12,162.85,215.45,174.61,77.91,182.95,214.86,182.11,160.15,151.05,213.38,191.13,213.38,214.56,,30,965,34,33.07,
17.06.21 12:07:23,48.8,214.86,169.93,179.88,216.63,195.4,208.98,210.45,216.33,202.59,192.26,163.12,215.74,174.33,77.21,182.67,214.56,181.55,159.34,150.25,213.38,190.84,213.68,214.56,,30,965,34,33.05,
17.06.21 12:07:38,49.05,214.86,169.39,179.32,216.92,195.4,208.98,210.74,216.04,202.88,191.98,162.31,216.04,174.06,76.5,182.95,214.86,181.55,158.53,149.72,213.09,190.84,213.38,214.56,,30,965,34,33.04,
17.06.21 12:07:53,49.3,214.86,167.47,179.88,216.33,195.69,209.28,210.45,216.04,202.3,191.13,162.58,215.74,173.51,75.1,182.11,214.56,181,157.99,148.66,213.38,190.28,213.68,214.56,,30,965,34,33.04,
17.06.21 12:08:08,49.55,214.86,167.47,179.6,216.92,195.69,209.28,210.15,216.63,202.88,190.84,162.58,215.74,174.06,74.87,182.11,214.56,181,156.65,148.4,213.68,190.84,213.97,214.56,,30,965,34,33.03,
17.06.21 12:08:23,49.8,214.86,166.38,179.6,216.63,194.54,209.28,210.15,216.33,202.88,189.71,162.31,215.45,173.23,73.47,181.83,214.86,180.72,156.92,147.87,213.68,190.84,213.68,214.27,,30,965,34,33.01,
17.06.21 12:08:38,50.05,215.15,167.2,179.6,217.22,195.4,209.57,210.15,216.63,202.59,189.99,162.04,215.45,173.23,73,181.83,214.27,180.72,156.65,147.08,213.38,191.13,213.68,214.56,,30,965,34,33.01,
17.06.21 12:08:53,50.3,214.86,166.38,178.77,216.33,194.54,208.98,210.15,216.04,202.01,189.14,161.23,215.45,172.96,72.07,181.27,214.27,179.88,155.05,144.97,213.09,190.28,213.09,214.27,,30,965,34,33.01,
17.06.21 12:09:08,50.55,214.27,166.11,178.77,216.92,195.69,208.98,210.45,216.33,202.01,189.43,160.96,215.15,172.68,71.14,181.55,213.97,179.88,154.78,144.18,213.38,190.28,213.09,214.27,,30,965,34,33.01,
17.06.21 12:09:23,50.8,214.56,165.29,178.21,216.92,195.4,208.4,209.86,215.74,201.43,188.86,160.69,215.45,172.13,70.68,181.83,213.97,179.32,154.24,144.18,212.79,189.99,213.09,213.97,,30,965,34,33,
17.06.21 12:09:38,51.05,214.27,164.48,178.49,216.33,195.11,208.98,209.86,216.04,202.59,188.01,159.61,215.45,172.13,70.45,179.88,214.27,179.05,154.78,143.66,213.09,190.28,213.38,213.97,,30,965,34,32.97,
17.06.21 12:09:53,51.3,214.27,165.84,177.93,216.63,195.11,208.98,209.86,216.04,201.72,187.73,159.07,215.15,171.85,70.21,179.6,213.97,178.77,154.24,144.18,212.79,189.99,213.09,213.97,,30,965,34,32.97,
17.06.21 12:10:08,51.55,214.27,165.84,176.82,215.45,195.11,208.69,209.86,215.74,202.01,187.73,158.53,215.15,171.58,69.75,179.32,213.97,178.49,153.71,142.87,213.09,189.99,213.38,213.97,,30,965,34,32.96,
17.06.21 12:10:23,51.8,213.97,166.11,177.38,215.74,195.4,208.11,208.98,215.45,201.43,186.89,157.46,214.86,171.3,69.75,179.32,213.68,177.38,152.91,142.09,212.5,189.71,212.5,213.68,,30,965,34,32.96,
