Measurement Name :,20210616_Pairs_27C,,Generated On :,"16/06/2021, 17:03:49",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
16.06.21 16:17:35,24.32,161.6,206.71,207.02,192.94,213.85,217.61,199.03,181.84,189.62,138.9,107.04,190.53,208.88,197.2,198.42,167.99,161.6,180.94,195.67,173.26,187.82,145.06,168.28,,27,965,34,29.38,965D6-(E1);
16.06.21 16:17:50,24.57,195.37,199.64,199.64,202.09,199.64,223.29,212.61,213.23,180.05,154.99,124,189.92,193.25,182.73,210.43,183.62,187.52,174.73,214.17,180.35,199.33,153.28,192.04,,27,965,34,29.41,965D6-(E1);
16.06.21 16:18:05,24.82,222.66,210.74,225.51,213.23,220.76,211.67,214.48,224.88,203.93,162.76,119.38,186.62,199.33,197.2,210.74,188.12,194.76,180.35,218.24,186.32,203.63,168.28,186.62,,27,965,34,29.38,965D6-(E1);
16.06.21 16:18:20,25.07,211.36,226.15,208.57,216.04,226.79,236.08,227.74,209.19,199.33,151,149.87,180.35,198.42,221.39,218.24,166.24,187.22,182.73,215.73,200.86,211.36,161.6,193.55,,27,965,34,29.39,965D6-(E1);
16.06.21 16:18:35,25.32,180.65,207.33,190.22,186.62,192.64,190.22,204.24,184.22,172.08,132.79,102.54,176.5,186.62,182.73,204.86,163.63,169.74,137.5,184.22,176.5,189.32,127.01,171.79,,27,965,34,29.39,965D6-(E1);
16.06.21 16:18:50,25.57,206.4,198.42,202.09,200.86,217.61,196.28,216.04,211.98,187.52,154.99,127.28,193.85,228.06,186.62,226.47,177.68,191.73,181.84,206.71,172.96,198.42,154.99,184.82,,27,965,34,29.39,965D6-(E1);
16.06.21 16:19:05,25.82,223.29,202.09,216.36,212.29,229.02,219.82,225.51,219.19,203.93,137.22,133.89,183.03,206.09,207.02,225.19,170.62,197.2,177.38,211.36,192.64,217.61,163.63,186.02,,27,965,34,29.41,965D6-(E1);
16.06.21 16:19:20,26.07,199.94,226.79,207.64,199.33,233.18,213.54,221.39,205.17,200.25,140.29,127.83,193.55,190.53,215.11,224.24,166.24,182.43,173.84,216.67,183.92,201.78,158.43,180.35,,27,965,34,29.42,965D6-(E1);
16.06.21 16:19:35,26.32,194.46,199.94,226.79,208.57,214.17,210.43,214.79,218.56,206.09,134.73,127.28,189.62,196.89,216.67,220.76,163.34,175.02,176.5,206.4,186.92,200.25,154.99,169.74,,27,965,34,29.41,965D6-(E1);
16.06.21 16:19:50,26.57,238.35,215.73,215.42,229.66,233.18,250.77,226.15,245.84,235.12,177.38,174.14,211.36,243.55,217.3,226.79,182.43,206.09,198.72,231.26,192.94,228.06,168.28,204.55,,27,965,34,29.41,965D6-(E1);
16.06.21 16:20:05,26.82,216.04,212.92,218.24,200.86,226.79,210.74,213.54,219.82,205.17,160.74,118.84,199.33,216.36,214.48,229.98,183.33,191.43,173.26,228.7,178.86,208.88,156.14,189.62,,27,965,34,29.42,965D6-(E1);
16.06.21 16:20:20,27.07,185.42,200.56,203.93,200.86,238.35,189.02,218.87,225.83,195.98,140.57,124.82,180.94,196.89,184.82,207.95,162.47,175.61,162.18,214.79,213.54,202.09,153.28,186.02,,27,965,34,29.41,965D6-(E1);
16.06.21 16:20:35,27.32,224.24,226.47,224.88,231.58,245.84,226.47,244.86,222.97,210.43,152.43,109.97,206.4,231.58,219.5,237.7,195.07,210.74,197.2,247.15,207.64,237.38,170.32,210.74,,27,965,34,29.41,965D6-(E1);
16.06.21 16:20:50,27.57,213.23,239.64,239.97,224.88,251.76,228.06,230.62,232.86,233.18,149.02,128.38,226.15,228.06,225.19,243.88,201.48,204.86,188.12,201.48,211.36,226.79,160.45,203.32,,27,965,34,29.41,965D6-(E1);
16.06.21 16:21:05,27.82,223.61,201.17,225.19,209.81,234.47,250.11,231.58,216.36,198.72,128.65,118.84,195.67,216.99,213.23,214.17,183.33,195.67,182.43,245.51,187.22,222.97,161.6,190.83,,27,965,34,29.39,965D6-(E1);
16.06.21 16:21:20,28.07,203.01,226.79,199.64,205.17,226.15,202.4,216.04,191.73,189.32,135.56,113.18,185.72,210.12,196.59,204.24,150.72,185.42,159.3,228.7,182.13,209.5,151,183.03,,27,965,34,29.38,965D6-(E1);
16.06.21 16:21:35,28.32,198.42,196.28,207.64,186.92,215.11,224.56,211.05,211.05,181.54,117.49,94.41,180.94,207.64,200.86,209.81,158.72,176.5,167.11,190.22,171.2,187.22,141.41,174.73,,27,965,34,29.38,965D6-(E1);
16.06.21 16:21:50,28.57,220.76,202.4,195.37,184.52,232.54,219.5,208.57,200.56,183.92,138.06,120.47,197.2,187.52,192.04,198.42,161.31,179.16,180.65,198.42,180.94,209.19,155.28,183.92,,27,965,34,29.38,965D6-(E1);
16.06.21 16:22:05,28.82,205.78,192.34,201.78,199.33,234.79,226.47,220.45,193.55,195.67,161.89,130.03,203.32,196.59,208.57,203.32,167.7,204.86,166.53,234.79,176.79,205.17,161.89,183.33,,27,965,34,29.38,965D6-(E1);
16.06.21 16:22:20,29.07,192.94,213.85,195.98,201.78,213.54,217.93,200.25,196.59,199.03,136.11,118.03,189.62,217.93,200.56,192.64,156.14,185.12,173.55,185.72,164.5,199.94,152.14,176.2,,27,965,34,29.38,965D6-(E1);
16.06.21 16:22:35,29.32,201.48,238.35,232.86,219.82,243.22,217.3,229.02,205.78,213.54,130.03,125.91,197.81,197.2,199.64,210.12,157.57,198.72,192.94,228.06,190.53,223.61,166.53,184.52,,27,965,34,29.36,965D6-(E1);
16.06.21 16:22:50,29.57,204.24,198.72,207.64,221.08,220.76,213.23,202.09,207.95,216.99,119.92,131.13,200.86,222.66,203.32,239.97,180.35,184.22,187.22,217.3,180.05,209.5,167.11,189.62,,27,965,34,29.38,965D6-(E1);
16.06.21 16:23:05,29.82,185.42,195.67,220.13,197.81,221.08,186.32,208.88,220.45,182.13,133.06,151.57,183.03,211.05,204.86,229.66,151.86,179.16,170.03,212.92,168.28,210.74,157.57,181.54,,27,965,34,29.36,965D6-(E1);
16.06.21 16:23:20,30.07,210.12,220.45,222.97,213.23,226.15,231.58,237.7,231.58,221.08,154.42,135.56,221.08,216.99,222.97,258.73,180.94,206.71,189.02,227.1,196.28,222.66,166.53,190.83,,27,965,34,29.36,965D6-(E1);
16.06.21 16:23:35,30.32,196.89,201.48,204.55,195.98,207.95,200.56,211.36,190.22,178.27,125.64,110.24,197.5,187.22,180.35,206.09,159.01,168.86,164.21,194.76,160.45,201.78,145.91,173.84,,27,965,34,29.36,965D6-(E1);
16.06.21 16:23:50,30.57,225.83,215.42,243.55,215.42,245.51,205.78,221.71,227.1,227.74,141.97,115.06,202.7,196.28,227.1,220.76,163.63,195.07,185.12,214.48,192.34,218.24,163.34,199.64,,27,965,34,29.38,965D6-(E1);
16.06.21 16:24:05,30.82,193.85,191.13,190.22,195.07,210.43,210.12,217.61,178.57,185.42,104.92,126.46,175.02,163.63,163.63,200.56,158.43,164.21,167.7,191.73,161.31,194.46,140.01,175.32,,27,965,34,29.38,965D6-(E1);
16.06.21 16:24:20,31.07,227.74,209.81,240.94,234.79,250.77,231.9,253.41,246.49,235.12,155.57,147.32,233.83,218.24,218.56,216.67,190.83,218.24,193.85,240.94,207.95,244.2,183.92,203.01,,27,965,34,29.38,965D6-(E1);
16.06.21 16:24:35,31.32,230.94,224.88,247.15,215.11,252.42,232.22,237.38,206.09,186.62,183.62,113.72,216.99,221.71,225.83,230.3,184.82,206.4,173.55,241.27,196.28,227.42,182.13,202.4,,27,965,34,29.38,965D6-(E1);
16.06.21 16:24:50,31.57,230.3,242.57,241.59,229.02,246.49,217.61,233.83,224.88,211.98,146.47,148.73,209.81,207.95,195.37,221.71,174.14,200.86,180.35,240.29,212.61,232.86,173.84,195.67,,27,965,34,29.38,965D6-(E1);
16.06.21 16:25:05,31.82,204.55,206.4,211.05,205.47,218.56,204.55,212.61,209.19,211.98,137.22,109.97,197.2,208.88,192.34,215.73,163.05,166.53,163.34,196.89,185.72,198.42,146.47,176.5,,27,965,34,29.38,965D6-(E1);
16.06.21 16:25:20,32.07,190.53,219.5,220.45,205.47,239.97,201.17,208.88,212.29,233.18,138.9,152.14,183.03,198.42,183.92,225.19,157.86,177.98,165.37,211.98,190.53,207.64,159.59,178.57,,27,965,34,29.38,965D6-(E1);
16.06.21 16:25:35,32.32,182.73,203.63,205.47,206.71,222.03,199.03,209.5,216.36,197.2,143.66,105.71,192.34,223.29,201.78,208.57,153,192.04,167.4,205.78,188.72,203.93,159.87,177.38,,27,965,34,29.38,965D6-(E1);
16.06.21 16:25:50,32.57,209.19,227.42,224.24,210.43,263.76,198.42,235.76,208.26,197.5,136.95,124.27,212.29,212.92,208.88,210.43,171.79,200.56,168.28,237.7,192.94,209.81,167.11,180.94,,27,965,34,29.38,965D6-(E1);
16.06.21 16:26:05,32.82,199.94,225.19,226.15,227.42,238.02,211.36,238.67,223.29,201.48,140.57,154.14,220.76,208.26,237.05,234.47,183.03,195.98,177.68,226.47,204.24,224.88,177.38,180.65,,27,965,34,29.36,965D6-(E1);
16.06.21 16:26:20,33.07,229.34,220.76,216.67,226.47,247.48,242.25,231.9,210.12,225.83,177.98,118.57,218.24,237.38,211.36,263.76,172.67,198.11,172.08,238.02,202.7,229.98,181.54,187.52,,27,965,34,29.38,965D6-(E1);
16.06.21 16:26:35,33.32,210.74,180.05,217.61,218.24,223.61,233.83,221.39,213.23,190.83,131.13,127.83,201.17,210.74,215.11,206.71,161.6,180.94,177.38,240.29,179.75,213.23,163.05,176.5,,27,965,34,29.35,965D6-(E1);
16.06.21 16:26:50,33.57,213.54,226.15,221.71,220.76,243.55,226.79,243.88,215.11,221.08,138.62,113.45,206.09,217.93,232.54,224.88,170.32,200.25,186.02,224.24,189.32,217.3,176.2,185.72,,27,965,34,29.35,965D6-(E1);
16.06.21 16:27:05,33.82,219.19,238.35,232.54,224.88,237.05,234.47,222.97,234.79,216.99,149.02,136.11,210.74,228.06,203.32,226.15,182.73,203.63,189.32,237.7,196.59,227.42,180.35,194.16,,27,965,34,29.35,965D6-(E1);
16.06.21 16:27:20,34.07,218.56,219.19,233.51,207.33,260.07,242.25,211.67,199.33,208.57,135.84,105.71,232.22,223.61,215.42,240.29,158.43,199.64,171.79,224.88,195.98,221.08,171.2,186.32,,27,965,34,29.34,965D6-(E1);
16.06.21 16:27:35,34.32,215.11,202.09,217.61,205.17,219.19,228.38,220.13,207.95,227.74,146.47,116.68,183.03,213.54,190.22,215.42,164.79,187.22,173.84,220.45,182.13,209.81,169.74,178.27,,27,965,34,29.35,965D6-(E1);
16.06.21 16:27:50,34.57,216.99,209.5,219.5,218.24,219.19,201.48,231.26,225.51,207.95,133.06,113.45,226.15,206.09,194.16,203.01,166.53,190.53,168.57,220.76,182.73,220.76,173.55,180.65,,27,965,34,29.35,965D6-(E1);
16.06.21 16:28:05,34.82,228.7,211.98,228.06,219.82,265.44,211.05,236.73,239.64,199.03,152.43,126.19,234.47,204.86,227.1,209.19,173.84,200.56,181.24,224.24,205.78,230.94,178.57,193.25,,27,965,34,29.34,965D6-(E1);
16.06.21 16:28:20,35.07,243.88,218.87,240.29,219.5,251.43,253.74,237.38,245.84,234.47,162.76,153,220.13,235.12,221.08,242.57,188.72,208.88,199.94,232.54,208.57,231.58,190.22,195.07,,27,965,34,29.35,965D6-(E1);
16.06.21 16:28:35,35.32,224.24,211.98,201.48,220.13,216.04,237.05,216.36,207.02,204.55,126.46,129.75,198.72,205.78,208.88,197.81,157.86,197.81,190.83,225.83,185.12,216.04,169.74,180.65,,27,965,34,29.34,965D6-(E1);
16.06.21 16:28:50,35.57,207.95,210.74,197.81,198.42,225.51,248.79,222.97,212.92,196.89,122.1,123.46,186.92,195.67,219.5,188.42,157.29,184.22,167.4,206.71,158.72,208.26,167.11,173.26,,27,965,34,29.35,965D6-(E1);
16.06.21 16:29:05,35.82,239.32,240.29,223.61,221.08,247.81,208.57,226.79,219.5,203.32,119.92,119.38,209.19,222.97,237.05,239.97,175.61,208.26,186.92,236.73,191.43,228.06,178.57,188.42,,27,965,34,29.35,965D6-(E1);
16.06.21 16:29:20,36.07,198.11,219.19,192.64,189.92,203.63,178.27,210.43,198.42,209.19,119.38,105.71,199.33,211.98,195.37,199.33,143.66,186.02,162.76,223.93,174.73,203.93,166.82,162.76,,27,965,34,29.35,965D6-(E1);
16.06.21 16:29:35,36.32,220.13,208.88,215.11,215.11,233.83,206.09,211.05,242.25,226.79,144.22,143.94,212.29,216.99,219.5,212.92,157,209.19,180.35,235.44,177.38,225.51,170.32,180.65,,27,965,34,29.35,965D6-(E1);
16.06.21 16:29:50,36.57,196.59,201.78,228.06,199.64,250.11,206.4,222.66,204.24,225.51,141.13,127.28,212.29,191.73,213.85,239.97,158.72,200.25,173.26,227.42,180.05,220.13,166.53,181.24,,27,965,34,29.35,965D6-(E1);
16.06.21 16:30:05,36.82,216.67,204.86,229.98,211.98,251.76,222.03,237.05,211.67,207.64,128.11,116.68,227.74,203.63,220.76,210.74,169.74,204.55,192.94,223.93,192.34,215.73,167.99,179.75,,27,965,34,29.35,965D6-(E1);
16.06.21 16:30:20,37.07,197.2,184.22,222.66,195.07,238.35,189.02,206.4,202.7,190.22,118.3,106.25,209.5,188.72,195.67,186.92,151.29,173.84,163.34,205.17,172.08,199.03,147.89,160.45,,27,965,34,29.35,965D6-(E1);
16.06.21 16:30:35,37.32,184.22,202.7,205.47,197.2,235.76,243.88,230.62,211.98,195.67,124.27,104.39,182.13,184.52,170.62,192.04,150.15,170.91,157,228.06,165.08,202.09,152.43,158.15,,27,965,34,29.35,965D6-(E1);
16.06.21 16:30:50,37.57,194.76,199.33,195.37,205.17,240.94,197.81,213.54,211.98,191.13,123.18,127.56,222.34,187.82,220.45,229.02,157.86,181.24,160.74,213.85,178.86,203.32,161.31,168.57,,27,965,34,29.35,965D6-(E1);
16.06.21 16:31:05,37.82,186.32,164.21,182.43,178.27,199.64,192.94,214.48,186.62,177.38,103.33,94.15,194.16,162.47,188.72,190.22,152.43,172.38,141.69,205.47,160.16,187.52,147.89,140.29,,27,965,34,29.34,965D6-(E1);
16.06.21 16:31:20,38.07,207.33,226.47,212.92,221.39,270.18,260.74,237.38,218.87,224.88,128.65,119.92,209.5,213.54,207.33,212.61,181.24,195.98,185.72,229.66,193.55,219.82,178.57,185.12,,27,965,34,29.33,965D6-(E1);
16.06.21 16:31:35,38.32,198.42,184.82,220.76,208.57,245.18,183.33,225.19,214.17,221.08,131.68,116.41,214.17,193.85,207.02,194.46,147.04,200.25,176.5,229.98,186.32,223.61,165.08,170.62,,27,965,34,29.34,965D6-(E1);
16.06.21 16:31:50,38.57,248.46,220.13,233.51,225.83,258.73,239.64,247.81,249.45,210.74,143.38,132.51,255.07,212.92,237.38,247.48,186.92,211.05,192.64,238.02,176.5,233.51,183.33,194.16,,27,965,34,29.34,965D6-(E1);
16.06.21 16:32:05,38.82,192.34,182.73,221.71,199.03,222.97,184.22,221.39,196.89,200.56,115.87,107.31,196.89,201.78,192.94,194.16,147.6,170.32,159.01,192.34,175.61,203.32,158.43,166.24,,27,965,34,29.33,965D6-(E1);
16.06.21 16:32:20,39.07,206.71,206.4,203.01,205.47,236.08,230.94,224.88,220.45,231.58,131.96,121.82,224.88,211.67,227.42,218.87,162.18,204.86,166.53,236.73,192.34,224.56,176.2,181.24,,27,965,34,29.33,965D6-(E1);
16.06.21 16:32:35,39.32,198.42,196.89,210.74,205.47,265.11,209.19,237.38,213.23,205.78,130.3,112.11,222.34,191.43,204.24,218.56,148.45,183.33,173.26,208.88,167.7,212.61,164.21,165.08,,27,965,34,29.33,965D6-(E1);
16.06.21 16:32:50,39.57,190.22,199.94,209.5,198.72,195.67,172.38,210.74,211.05,196.59,135.28,128.93,207.33,210.74,207.95,180.05,144.78,184.22,169.45,213.85,182.73,215.42,169.74,167.7,,27,965,34,29.34,965D6-(E1);
16.06.21 16:33:05,39.82,183.33,175.32,177.68,183.62,207.33,176.2,197.81,189.62,204.55,101.22,121.28,186.32,183.92,167.99,186.32,134.45,162.18,152.43,192.94,149.3,191.73,150.72,148.73,,27,965,34,29.34,965D6-(E1);
16.06.21 16:33:20,40.07,243.55,219.82,233.83,226.47,252.75,188.42,238.02,224.88,236.41,140.57,144.22,239,231.9,219.5,206.4,173.26,191.73,177.68,237.38,207.95,237.38,195.67,192.64,,27,965,34,29.33,965D6-(E1);
16.06.21 16:33:35,40.32,201.78,216.67,221.71,221.08,249.12,224.56,228.7,216.99,229.34,111.31,122.1,236.41,235.12,221.39,186.62,134.73,196.89,168.57,221.39,187.22,213.23,166.24,168.57,,27,965,34,29.35,965D6-(E1);
16.06.21 16:33:50,40.57,214.17,218.24,211.67,193.55,251.76,202.09,216.67,215.11,208.88,110.24,119.11,205.78,207.95,181.24,214.17,147.04,197.2,162.47,228.06,187.22,204.86,168.28,173.55,,27,965,34,29.33,965D6-(E1);
16.06.21 16:34:05,40.82,227.1,195.67,228.7,216.67,243.88,200.56,253.41,208.88,178.86,121.28,120.47,228.38,207.95,214.17,241.59,172.96,191.73,201.17,224.56,191.13,235.44,184.22,183.33,,27,965,34,29.35,965D6-(E1);
16.06.21 16:34:20,41.07,219.82,238.02,219.19,215.42,245.84,215.42,234.15,222.03,210.43,140.29,126.46,250.11,247.15,230.3,265.44,147.32,211.67,185.42,243.22,206.4,232.54,195.67,187.82,,27,965,34,29.34,965D6-(E1);
16.06.21 16:34:35,41.32,211.36,182.73,222.34,216.67,247.48,210.12,234.47,210.74,216.04,111.58,104.65,216.36,188.42,201.17,208.26,137.22,172.38,167.4,219.19,162.76,212.92,174.73,168.86,,27,965,34,29.31,965D6-(E1);
16.06.21 16:34:50,41.57,209.5,211.05,231.9,220.13,254.08,204.86,213.85,217.61,201.78,122.37,133.34,212.29,204.86,206.09,222.03,149.58,191.43,173.84,234.47,160.16,229.02,180.05,181.24,,27,965,34,29.33,965D6-(E1);
16.06.21 16:35:05,41.82,209.81,210.74,232.22,205.47,251.76,241.59,239.32,210.12,198.72,131.13,119.92,232.54,203.63,200.25,221.39,155.85,190.53,167.7,219.19,175.61,219.19,180.65,163.63,,27,965,34,29.3,965D6-(E1);
16.06.21 16:35:20,42.07,234.47,193.25,213.54,214.79,246.49,198.72,232.86,219.82,209.5,121.82,129.2,221.71,188.42,196.89,227.1,142.25,206.09,184.22,243.22,193.25,228.06,183.03,177.68,,27,965,34,29.33,965D6-(E1);
16.06.21 16:35:35,42.32,188.72,198.72,186.92,190.83,216.04,201.48,199.03,190.22,181.54,108.11,95.71,217.3,196.89,179.16,177.68,123.18,175.61,160.74,216.04,150.44,199.64,155.57,147.6,,27,965,34,29.31,965D6-(E1);
16.06.21 16:35:50,42.57,198.72,205.47,205.17,199.94,239.97,197.81,224.24,195.98,190.53,115.06,120.74,208.26,197.5,185.12,208.88,165.08,181.84,176.2,203.63,163.63,212.92,166.24,165.95,,27,965,34,29.31,965D6-(E1);
16.06.21 16:36:05,42.82,189.62,232.22,225.19,207.02,213.54,207.95,226.47,214.79,203.93,130.86,116.41,224.88,205.17,192.04,203.93,141.97,182.73,155.85,201.78,181.24,210.74,175.02,161.89,,27,965,34,29.31,965D6-(E1);
16.06.21 16:36:20,43.07,226.15,189.62,228.38,213.85,247.81,230.3,235.76,223.29,219.82,104.39,115.06,223.61,227.1,216.99,227.74,164.21,194.76,178.27,241.59,181.84,232.22,186.92,170.62,,27,965,34,29.31,965D6-(E1);
16.06.21 16:36:35,43.32,209.19,207.95,219.82,192.04,231.58,205.47,226.47,209.19,205.78,118.57,101.22,192.04,192.04,189.92,209.5,128.11,170.32,152.71,205.17,156.14,194.46,157,146.19,,27,965,34,29.31,965D6-(E1);
16.06.21 16:36:50,43.57,225.51,221.39,227.1,225.51,261.74,206.71,238.35,218.87,203.93,143.38,118.57,228.7,223.93,228.06,223.93,153.28,217.93,181.84,266.79,195.67,239.64,181.24,177.09,,27,965,34,29.31,965D6-(E1);
16.06.21 16:37:05,43.82,188.42,208.26,216.67,198.72,222.97,218.87,222.97,203.93,190.53,123.46,132.23,220.45,204.55,203.32,211.05,153.85,183.03,160.16,210.43,180.05,215.73,167.11,161.89,,27,965,34,29.31,965D6-(E1);
16.06.21 16:37:20,44.07,203.63,208.26,204.86,200.86,225.19,192.94,216.04,184.22,191.73,106.51,101.49,199.03,176.2,182.43,239.32,142.81,174.73,155.85,203.01,167.4,207.95,164.5,156.43,,27,965,34,29.31,965D6-(E1);
16.06.21 16:37:35,44.32,215.11,230.3,225.51,203.63,241.92,221.39,219.82,216.36,199.33,115.6,130.86,227.74,207.95,200.86,211.05,172.38,198.42,173.26,237.38,149.58,215.42,165.37,164.5,,27,965,34,29.31,965D6-(E1);
16.06.21 16:37:50,44.57,185.12,180.94,188.72,172.38,217.61,151,210.12,179.16,175.91,95.45,87.41,192.64,183.33,171.5,189.92,118.57,167.99,136.39,192.04,163.63,199.94,149.02,135,,27,965,34,29.31,965D6-(E1);
16.06.21 16:38:05,44.82,197.5,177.98,194.76,207.33,226.79,196.59,207.33,199.03,187.52,121.82,133.34,229.66,177.38,182.73,211.67,133.62,176.2,164.5,202.4,168.57,206.4,161.6,161.31,,27,965,34,29.31,965D6-(E1);
16.06.21 16:38:20,45.07,222.66,213.23,220.45,216.67,256.07,214.79,254.41,232.86,220.13,124.82,125.64,209.19,219.19,207.33,210.74,155.28,205.78,185.12,233.51,186.02,229.98,202.09,176.2,,27,965,34,29.33,965D6-(E1);
16.06.21 16:38:35,45.32,209.81,214.17,202.4,209.5,226.47,186.62,220.13,213.23,200.56,134.17,113.45,211.67,204.55,202.7,221.71,145.91,167.99,183.03,201.17,165.37,215.11,165.37,159.59,,27,965,34,29.31,965D6-(E1);
16.06.21 16:38:50,45.57,203.01,194.46,204.24,206.4,233.83,199.94,220.76,201.78,197.81,121.55,108.11,210.12,197.2,200.56,204.55,142.53,191.13,170.32,220.45,172.67,216.99,170.62,162.76,,27,965,34,29.31,
16.06.21 16:39:05,45.82,202.7,194.76,203.63,206.4,232.86,199.03,219.82,201.48,197.81,121.01,106.78,210.43,196.89,199.94,204.86,142.25,190.83,170.03,220.13,172.08,216.67,170.32,162.47,,27,965,34,29.3,
16.06.21 16:39:20,46.07,202.09,193.55,203.32,205.78,232.22,197.2,218.87,201.17,197.5,119.92,105.71,209.81,196.28,198.72,203.93,141.41,190.22,169.15,219.82,171.79,216.36,170.32,161.6,,27,965,34,29.25,
16.06.21 16:39:35,46.32,201.78,192.94,202.7,205.47,230.62,195.98,217.3,200.56,196.89,119.92,104.39,209.81,195.98,197.81,203.32,141.41,189.32,168.86,219.5,170.91,215.42,170.03,160.74,,27,965,34,29.24,
16.06.21 16:39:50,46.57,201.48,192.64,202.7,204.86,229.34,194.46,216.04,200.56,197.2,118.57,103.07,209.5,194.76,197.5,203.01,141.41,188.42,168.28,219.5,170.91,214.79,170.03,159.59,,27,965,34,29.19,
16.06.21 16:40:05,46.82,201.78,192.34,203.01,205.17,228.7,193.25,214.79,200.56,197.2,118.84,101.75,209.81,194.76,196.89,202.7,141.13,188.12,167.99,219.5,170.91,215.11,170.32,159.01,,27,965,34,29.17,
16.06.21 16:40:20,47.07,201.17,191.13,202.09,204.86,227.42,192.04,212.92,200.25,196.89,117.76,99.91,209.19,194.16,195.67,201.78,140.57,186.92,167.11,218.56,170.03,214.17,169.74,157.57,,27,965,34,29.13,
16.06.21 16:40:35,47.32,200.86,190.22,202.09,204.55,226.47,191.13,211.67,199.94,197.2,117.22,98.33,209.19,193.25,195.07,201.17,140.57,186.02,166.82,218.24,169.15,213.54,170.03,156.71,,27,965,34,29.11,
16.06.21 16:40:50,47.57,200.86,190.22,201.78,204.55,225.51,189.92,209.81,199.64,196.59,116.68,96.76,209.19,192.94,194.16,200.25,140.29,185.72,166.53,217.61,169.15,212.61,170.03,155.57,,27,965,34,29.1,
16.06.21 16:41:05,47.82,201.17,189.02,201.78,204.24,224.24,189.02,208.88,199.64,196.59,116.68,95.98,209.19,192.04,193.85,199.94,140.01,184.82,166.24,216.99,168.28,212.61,170.03,154.42,,27,965,34,29.06,
16.06.21 16:41:20,48.07,201.17,188.42,201.78,204.24,223.29,188.42,207.64,199.64,196.59,116.14,94.41,209.19,191.43,193.25,199.03,139.73,184.22,165.95,217.3,167.99,211.98,170.32,153.57,,27,965,34,29.06,
16.06.21 16:41:35,48.32,201.48,188.12,201.78,203.93,222.03,187.82,206.4,200.25,196.89,115.6,93.37,208.88,190.53,192.34,197.81,139.46,183.33,165.37,215.73,167.7,211.05,169.74,152.14,,27,965,34,29.03,
16.06.21 16:41:50,48.57,200.56,187.22,201.17,203.63,220.76,186.62,204.55,199.03,196.28,114.53,91.81,208.57,190.22,191.13,196.28,139.46,182.43,164.5,214.17,167.11,209.81,169.45,150.15,,27,965,34,29.02,
16.06.21 16:42:05,48.82,200.25,186.92,201.17,203.63,219.5,185.72,203.32,199.03,196.28,114.53,90.77,208.57,189.32,190.53,195.98,138.9,181.84,163.92,213.54,166.24,209.5,169.74,149.3,,27,965,34,28.99,
16.06.21 16:42:20,49.07,200.25,186.32,201.17,203.63,218.87,185.42,202.4,199.03,196.59,113.72,89.48,208.88,188.42,189.92,195.98,138.62,181.24,163.92,212.92,165.95,208.88,169.74,148.17,,27,965,34,28.98,
16.06.21 16:42:35,49.32,199.94,185.42,200.86,203.63,217.93,184.52,200.56,199.03,195.98,112.91,88.7,208.57,187.82,189.02,194.16,138.06,180.65,163.34,211.36,165.37,207.64,169.74,146.76,,27,965,34,28.96,
16.06.21 16:42:50,49.57,199.33,184.52,200.86,203.01,216.67,183.92,199.64,198.42,195.37,112.38,87.41,207.95,186.92,187.82,192.64,137.78,179.16,163.05,210.74,164.21,206.4,169.45,145.35,,27,965,34,28.95,
16.06.21 16:43:05,49.82,199.33,183.62,200.25,203.01,215.42,183.33,198.72,198.11,195.37,111.84,86.38,207.64,185.72,187.22,191.13,137.22,179.46,161.89,209.81,163.63,205.78,169.15,143.94,,27,965,34,28.92,
16.06.21 16:43:20,50.07,199.33,183.62,200.25,203.01,214.48,183.03,197.81,198.42,195.67,111.58,85.87,207.64,184.82,186.32,190.53,136.95,178.86,162.18,209.19,163.34,205.47,169.15,143.1,,27,965,34,28.91,
16.06.21 16:43:35,50.32,198.72,182.73,199.94,202.4,213.23,182.13,195.98,197.81,194.76,110.77,84.84,207.64,183.92,185.72,189.32,136.39,178.27,161.31,207.64,162.18,203.93,168.86,141.41,,27,965,34,28.88,
16.06.21 16:43:50,50.57,198.72,182.43,200.25,202.4,212.61,181.54,195.37,197.5,195.37,110.24,84.32,207.33,183.33,185.12,188.72,136.11,177.68,160.74,208.26,162.18,203.63,168.86,140.57,,27,965,34,28.85,
16.06.21 16:44:05,50.82,198.72,182.13,199.64,202.4,211.67,181.54,194.46,197.81,195.07,110.24,83.81,207.64,182.43,184.52,188.42,135.84,177.68,160.74,207.33,161.89,203.32,168.57,139.73,,27,965,34,28.84,
