Compound,Label,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark13C_Ambient-Pool_I19,Dark13C_Ambient-Pool_I20,Dark13C_High-Pool_I39,Dark13C_High-Pool_I40
ADP-D-Glucose,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,10,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,11,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,12,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,13,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,14,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADP-D-Glucose,16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dihydroxyacetone phosphate,0,1,1,0.576056253,1,0.513120682,1,1,1,1,1,1,1,1,1,0.993390434,1,1,0.654874983,0.607226581,0.593200436,0.605104288,0.657035912,0.657958901,0.717949305,0.653324871,0.657178511,0.692443517,0.673290399,0.66628733,0.993782071,0.994031941,0.984776457,1
Dihydroxyacetone phosphate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006609566,0,0,0.175696738,0.19360009,0.181512859,0.177234607,0.170443993,0.187165783,0.146342029,0.164170583,0.169691654,0.16499808,0.170458423,0.170937766,0.006217929,0.001295664,0,0
Dihydroxyacetone phosphate,2,0,0,0.423943747,0,0.486879318,0,0,0,0,0,0,0,0,0,0,0,0,0.13694074,0.148464374,0.172969918,0.167680488,0.127915375,0.124712395,0.113867198,0.148629889,0.131059307,0.119197611,0.11584859,0.121195831,0,0.004672396,0,0
Dihydroxyacetone phosphate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032487539,0.050708956,0.052316787,0.049980616,0.044604721,0.030162922,0.021841468,0.033874656,0.042070528,0.023360791,0.040402588,0.041579073,0,0,0.015223543,0
Glycerol-3-phosphate,0,1,1,0.319586665,0.311038351,0.639113009,0.999732835,1,0.998317695,0.998986596,0.997484774,0.997943981,0.998744381,0.998085747,0.998246562,0.993435715,0.996297051,0.997053989,0.649035548,0.612028492,0.606200236,0.593357619,0.661836622,0.684270862,0.713123071,0.630334957,0.678030056,0.70018415,0.696753329,0.673798443,0.990440276,0.989115999,0.995617628,0.980041373
Glycerol-3-phosphate,1,0,0,0,0,0,0,0,0,0,0,0,0.001255619,0,0,0,0,0,0.187356728,0.202086253,0.194255386,0.196280666,0.180020757,0.169441617,0.156237446,0.17870304,0.171583171,0.150113615,0.149652926,0.16247221,0.001873239,0.007363022,0.004382372,0
Glycerol-3-phosphate,2,0,0,0.392375016,0.320323201,0.360886991,0,0,0,0,0,0,0,0,0,0,0,0,0.120298714,0.140451049,0.1557889,0.163060599,0.120015894,0.115138585,0.099085712,0.126510272,0.112918579,0.112822851,0.116235685,0.121907999,0,0,0,0.007023496
Glycerol-3-phosphate,3,0,0,0.288038319,0.368638448,0,0.000267165,0,0.001682305,0.001013404,0.002515226,0.002056019,0,0.001914253,0.001753438,0.006564285,0.003702949,0.002946011,0.043309011,0.045434205,0.043755478,0.047301116,0.038126728,0.031148936,0.031553771,0.064451731,0.037468195,0.036879385,0.03735806,0.041821348,0.007686486,0.003520979,0,0.012935131
UDP-N-acetyl-glucosamine,0,,,,,,0.998645917,1,0.999681706,1,1,1,0.994640558,1,0.999118064,0.996748085,1,1,0.848319826,0.808121257,0.802333864,0.837547646,0.840899587,0.869698314,0.787101608,0.780485293,0.778623639,0.902451876,0.809464183,0.79513896,0.971452569,1,0.919632896,0.936729277
UDP-N-acetyl-glucosamine,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.036777957,0.072737806,0.067371372,0.061134748,0.069710297,0.045209286,0.091021546,0.084257745,0.075774649,0.084677465,0.066369121,0.083336291,0.028547431,0,0.07350655,0.057837058
UDP-N-acetyl-glucosamine,2,,,,,,0.001354083,0,0,0,0,0,0,0,0,0,0,0,0.063511428,0.047996183,0.050288861,0.067389617,0.037393946,0.024294152,0.060975072,0.062223671,0.061372583,0.012870659,0.055536775,0.053255681,0,0,0.005305105,0.005189959
UDP-N-acetyl-glucosamine,3,,,,,,0,0,0,0,0,0,0,0,0.000758118,0,0,0,0.032228967,0.039209973,0.046432599,0.014826311,0.029223567,0.032339628,0.027722803,0.032075211,0.050798122,0,0.034254269,0.030379743,0,0,0.000898105,0.000243705
UDP-N-acetyl-glucosamine,4,,,,,,0,0,0.000318294,0,0,0,0.005359442,0,0.000123819,0.001024087,0,0,0.019161822,0.019391879,0.023733325,0.00976642,0.020777852,0.028458619,0.020036743,0.02445859,0.022297291,0,0.024123893,0.026410753,0,0,0.000657344,0
UDP-N-acetyl-glucosamine,5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012542903,0.009839978,0.009335258,0,0,0.011994039,0.015605631,0.011133715,0,0.010170553,0.009957457,0,0,0,0
UDP-N-acetyl-glucosamine,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001994751,0,0.00114819,0.000893859,0,0,8.12E-05,0.001521115,0,0,0,0
UDP-N-acetyl-glucosamine,7,,,,,,0,0,0,0,0,0,0,0,0,0.002227828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,10,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,11,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,12,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,13,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,14,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDP-N-acetyl-glucosamine,17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,0,0.929767238,1,0.940454154,1,0.962374816,1,1,0.999467469,0.997857375,0.999819227,0.996371368,1,0.999908137,1,0.999205002,1,0.999614783,0.984359347,0.983738681,0.981731063,0.98167102,0.991221776,0.983000943,0.990670156,0.995601859,0.982396415,0.986564028,0.987902341,0.987936949,0.999989003,1,0.999489939,0.999305178
AMP,1,0.070232762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002468654,0.004960742,0,0,0,0,0,0
AMP,2,0,0,0,0,0.037625184,0,0,0,0,0,0,0,0,0,0,0,0,0.00608176,0.004474726,0.007902142,0.008352139,0.000537333,0.006694794,0.002483399,0,0.006526072,0,0.002736123,0.003565241,0,0,0,0
AMP,3,0,0,0.059545846,0,0,0,0,0.000532531,0.002142625,0.000180773,0.003628632,0,9.19E-05,0,0.000794998,0,0.000385217,0.009558893,0.011786593,0.010366795,0.009976841,0.008240891,0.010304263,0.006846444,0.004398141,0.008608859,0.00847523,0.009361537,0.00849781,1.10E-05,0,0.000510061,0.000694822
AMP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-carbomoyl-L-aspartate,0,,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
N-carbomoyl-L-aspartate,1,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-carbomoyl-L-aspartate,2,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-carbomoyl-L-aspartate,3,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-carbomoyl-L-aspartate,4,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-carbomoyl-L-aspartate,5,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glucose,0,0.847375695,0.911483705,0.905812524,0.810429594,0.859470385,0.99960082,0.999621283,0.997788035,0.999561546,0.999536509,1,0.999594166,0.99923655,1,0.998170091,0.994349261,0.999112198,0.61115923,0.544336242,0.534921523,0.57129876,0.627500964,0.625459499,0.600929986,0.591014171,0.52664262,0.670236538,0.601259249,0.612418752,1,1,0.996038376,0.989866895
Glucose,1,0.003460743,0.00113269,0,0,0.042329944,0,0,0,0.00014967,0,0,0,0,0,0,0,0,0.07940329,0.082191575,0.078769458,0.072211632,0.072377638,0.084482313,0.057166294,0.053184476,0.067058361,0.056722984,0.061663936,0.053952944,0,0,0,0.010133105
Glucose,2,0.120205982,0.053970735,0.094187476,0.07806503,0.098199671,0,0,0,0,0,0,0,0,0,0,0,0,0.099206683,0.113830787,0.111409286,0.110505655,0.093371683,0.098995921,0.093790367,0.078899915,0.11260107,0.081104471,0.089085307,0.091433645,0,0,0,0
Glucose,3,0.017547593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107254904,0.129045884,0.136368553,0.116648324,0.103139902,0.101614982,0.117675257,0.121278016,0.136545767,0.096273244,0.115668794,0.11450303,0,0,0,0
Glucose,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069870519,0.089251654,0.094686538,0.087038781,0.074404399,0.063187611,0.089158781,0.098981835,0.107456359,0.064934218,0.09061159,0.083443162,0,0,0,0
Glucose,5,0.011409986,0.03341287,0,0,0,0.00039918,0.000378717,0.002211965,0.000288785,0.000463491,0,0,0.00076345,0,0.001267386,0.005650739,0,0.029644047,0.036112804,0.040025932,0.036270176,0.02622636,0.022274938,0.035725756,0.049493153,0.042747437,0.028711353,0.036670516,0.03787071,0,0,0.003961624,0
Glucose,6,0,0,0,0.111505377,0,0,0,0,0,0,0,0.000405834,0,0,0.000562524,0,0.000887802,0.003461328,0.005231055,0.003818711,0.006026672,0.002979055,0.003984736,0.00555356,0.007148435,0.006948387,0.002017191,0.005040608,0.006377756,0,0,0,0
Arginine-Glutamine,0,1,1,0.883950387,0.642044142,0.878209203,0.994766253,1,1,0.99463904,0.988101407,0.994095,1,0.995648315,1,1,0.99883437,0.994689183,0.835007529,0.806162554,0.754036829,0.8445594,0.813192722,0.735466564,0.545718546,0.749936423,0.452678956,0.710830224,0.538213408,0.51125459,0.937229909,0.941641421,0.672278535,0.673024877
Arginine-Glutamine,1,0,0,0.116049613,0.108211441,0,0,0,0,0,0,0,0,0,0,0,0.00116563,0,0.037206177,0.029496851,0.066419079,0.040995998,0.045449131,0.074458046,0.128866349,0.037952103,0.13765731,0.06980907,0.119780869,0.13128579,0.062770091,0.058358579,0.290868738,0.29030555
Arginine-Glutamine,2,0,0,0,0.106771002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048602237,0.066066263,0.075244625,0.037527608,0.038548798,0.06357331,0.10146815,0.080170657,0.127732661,0.086490385,0.104514396,0.116052258,0,0,0.036852727,0.036669573
Arginine-Glutamine,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035647575,0.044650419,0.043902464,0.037299334,0.045535103,0.064595356,0.109602693,0.069063802,0.122359585,0.05719983,0.111046771,0.112732834,0,0,0,0
Arginine-Glutamine,4,0,0,0,0.142973414,0.121790797,0.005233747,0,0,0.00536096,0.011898593,0.005905,0,0.004351685,0,0,0,0.005310817,0.025840858,0.033294797,0.041421521,0.03961766,0.035864242,0.034694919,0.066977565,0.055113851,0.089006134,0.052754321,0.074351371,0.071490533,0,0,0,0
Arginine-Glutamine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012814487,0.011097013,0.008478961,0,0.018687699,0.024503353,0.032085382,0.007763164,0.046270852,0.019828204,0.034057813,0.035300083,0,0,0,0
Arginine-Glutamine,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004881138,0.009232102,0.01049652,0,0.002722305,0.002708452,0.015281315,0,0.024294502,0.003087965,0.018035372,0.021883912,0,0,0,0
Arginine-Glutamine,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arginine-Glutamine,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arginine-Glutamine,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arginine-Glutamine,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arginine-Glutamine,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malate,0,0,0,0.926924263,0.930490827,0.94901096,0.99994664,0.997029663,0.999531564,0.99985446,0.998885316,0.999800468,0.998509236,0.999868991,0.999784355,0.999601729,0.999213945,0.99965924,0.759873806,0.762780863,0.773767835,0.755040166,0.786373423,0.820347855,0.762353303,0.78759791,0.74339307,0.82016559,0.754286229,0.74324272,0.978026777,0.976244192,0.962727662,0.944374671
Malate,1,0.983105397,0.956690811,0.050732728,0.047329897,0.029731981,0,0.002841872,0.000133844,0,0.001078544,0,0.001464146,0,0,0,0.000546306,0,0.152007823,0.142698771,0.134117673,0.140614373,0.131552992,0.112948067,0.140240858,0.111647187,0.1504552,0.108167963,0.142216935,0.14842652,0.021786267,0.023700297,0.036608097,0.05523825
Malate,2,0.008919577,0,0.001035511,0.004338211,0.005055174,0,0,0,0,0,0,0,0,0,0,0,0,0.062076092,0.065832062,0.06307328,0.072443041,0.055892585,0.047851371,0.068498152,0.065684377,0.074726748,0.049366954,0.070879658,0.072667191,0,0,0,0
Malate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022970002,0.025011584,0.025561791,0.027713462,0.023098666,0.0167217,0.025205153,0.030180537,0.027923108,0.019782319,0.028706545,0.030537308,0,0,0,0
Malate,4,0.007975026,0.043309189,0.021307498,0.017841065,0.016201885,5.34E-05,0.000128464,0.000334592,0.00014554,3.61E-05,0.000199532,2.66E-05,0.000131009,0.000215645,0.000398271,0.000239749,0.00034076,0.003072277,0.00367672,0.003479421,0.004188959,0.003082334,0.002131007,0.003702535,0.004889989,0.003501875,0.002517174,0.003910634,0.00512626,0.000186957,5.55E-05,0.00066424,0.000387079
Aspartate,0,0.999513911,0.961978246,0.940893943,0.855606992,0.833222738,1,0.997630155,0.994987784,0.999629217,1,0.998988172,1,1,0.998286789,0.993328316,1,1,0.59770262,0.576411549,0.581741837,0.54140961,0.576231889,0.586822612,0.556688571,0.537564962,0.54233655,0.555512628,0.535044054,0.520821632,0.897134811,0.880994471,0.963313844,0.895791023
Aspartate,1,0.000486089,0.020795172,0.059106057,0,0.024043407,0,0.002369845,0.003142486,0,0,0.001011828,0,0,0.001713211,0.001831893,0,0,0.20071481,0.192367118,0.188131797,0.216414231,0.208087582,0.207446207,0.211268054,0.19476813,0.227485034,0.220104416,0.230424609,0.227628245,0.102865189,0.119005529,0.006483364,0.104208977
Aspartate,2,0,0,0,0.144393008,0.142733856,0,0,0,0,0,0,0,0,0,0.004839791,0,0,0.1278431,0.15252755,0.142624696,0.156312849,0.136627371,0.139690718,0.153675707,0.163139372,0.153619881,0.155461664,0.153620151,0.153797411,0,0,0.030202792,0
Aspartate,3,0,0.00733413,0,0,0,0,0,0.00186973,0.000370783,0,0,0,0,0,0,0,0,0.06248276,0.065588777,0.072686933,0.072467187,0.067528246,0.055771166,0.067025039,0.087154884,0.064031652,0.05681798,0.072161525,0.080404518,0,0,0,0
Aspartate,4,0,0.009892453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011256709,0.013105005,0.014814736,0.013396122,0.011524912,0.010269297,0.011342629,0.017372652,0.012526883,0.012103313,0.008749662,0.017348193,0,0,0,0
Glutamate,0,0.644693093,0.922160905,0.861183441,0.87323081,0.931111432,0.999624661,0.999573682,0.999264109,0.99979829,0.99966862,0.999635719,0.999401211,0.999528294,0.999588199,0.998079629,0.998547668,0.999541056,0.614074171,0.592957706,0.577111563,0.574922366,0.609081739,0.612233499,0.577455702,0.552754069,0.583638606,0.598056064,0.595455978,0.582631793,0.921560402,0.919238849,0.930882581,0.920634876
Glutamate,1,0,0,0,0,0,0.000242733,0,0,0,0,0,0,0,0,0,0.000650339,0,0.152571176,0.151934589,0.152051217,0.158593764,0.149016333,0.154092945,0.153706748,0.151014679,0.156989757,0.156479789,0.147053487,0.148205738,0.077681216,0.080435205,0.064676041,0.078337441
Glutamate,2,0.222170406,0.04004789,0.041043548,0.023947366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123813712,0.133382028,0.14045761,0.136880041,0.129385426,0.1259581,0.13936774,0.150078351,0.135272332,0.132468391,0.132179711,0.135777086,0,0,0,0
Glutamate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077598147,0.084514301,0.090832829,0.088572479,0.078278083,0.076934354,0.088765403,0.097949102,0.084164953,0.080146574,0.086410702,0.089921808,0,0,0,0
Glutamate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028027468,0.032199233,0.034849079,0.035371393,0.029790007,0.026960811,0.034800359,0.040512686,0.03426615,0.028965186,0.033719586,0.037066569,0,0,0,0
Glutamate,5,0.133136502,0.037791205,0.097773012,0.102821825,0.068888568,0.000132606,0.000426318,0.000735891,0.00020171,0.00033138,0.000364281,0.000598789,0.000471706,0.000411801,0.001920371,0.000801993,0.000458944,0.003915325,0.005012143,0.004697702,0.005659957,0.004448412,0.003820291,0.005904048,0.007691113,0.005668201,0.003883995,0.005180536,0.006397006,0.000758382,0.000325946,0.004441378,0.001027683
2-Hydroxyglutarate,0,0.863754473,0.880982595,0.956998707,0.970977443,0.977316616,1,1,1,1,1,1,1,1,0.996835365,0.999603414,0.997951916,1,0.87614297,0.875797368,0.903465383,0.896765176,0.902370971,0.911021469,0.899518692,0.927872129,0.866432079,0.92586359,0.893387721,0.893978011,0.987802577,0.988947547,0.994336325,0.972519853
2-Hydroxyglutarate,1,0.059418337,0.024633116,0,0.000237716,0,0,0,0,0,0,0,0,0,0.003164635,0.000396586,0.002048084,0,0.087344141,0.08762888,0.067980321,0.068609354,0.071702535,0.065912237,0.073769826,0.053881787,0.095444128,0.058558955,0.077559963,0.075966263,0.012197423,0.011052453,0.005429734,0.027480147
2-Hydroxyglutarate,2,0.059762053,0.058149252,0.043001293,0.028784841,0.022683384,0,0,0,0,0,0,0,0,0,0,0,0,0.028127976,0.02600314,0.020077025,0.02561029,0.020121443,0.016694083,0.020106527,0.013156685,0.026701472,0.009735901,0.020979105,0.022380806,0,0,0,0
2-Hydroxyglutarate,3,0.017065138,0.036235038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008384912,0.010570613,0.008477272,0.00901518,0.005805051,0.006372211,0.006604954,0.0050894,0.011422321,0.005841554,0.00807321,0.00767492,0,0,0.00023394,0
2-Hydroxyglutarate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Hydroxyglutarate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Acetylaspartate,0,1,0.984163342,1,1,1,1,1,0.999671249,0.997964169,1,0.981614423,1,1,0.996288174,1,1,1,0.989971387,0.987278595,1,0.993690982,0.994079098,0.987794692,0.990465125,1,1,0.983190485,0.9808648,1,1,1,1,1
N-Acetylaspartate,1,0,0.015836658,0,0,0,0,0,0.000328751,0.002035831,0,0.018385577,0,0,0.003711826,0,0,0,0.010028613,0.012721405,0,0.006309018,0.005920902,0.012205308,0.009534875,0,0,0.016809515,0.0191352,0,0,0,0,0
N-Acetylaspartate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Acetylaspartate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Acetylaspartate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Acetylaspartate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Acetylaspartate,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,0,0,,,,,1,1,1,1,1,0.990751447,1,1,1,1,0.995141396,1,1,1,1,1,0.994984907,1,1,1,1,1,1,1,1,1,1,1
FAD,1,1,,,,,0,0,0,0,0,0.009248553,0,0,0,0,0.004858604,0,0,0,0,0,0.005015093,0,0,0,0,0,0,0,0,0,0,0
FAD,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,4,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,7,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,8,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,14,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,15,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,17,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,18,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,19,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,20,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,21,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,22,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,23,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,24,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,25,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAD,26,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
