Compound,Label,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark13C_Ambient-Pool_I19,Dark13C_Ambient-Pool_I20,Dark13C_High-Pool_I39,Dark13C_High-Pool_I40
Uridine,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004560749,0.002591111,0.001584235,0.001874974,0.00135644,0,0.001086097,0.005475769,0.001893682,0.005432635,0.003163511,0.003988355,0.003349442,0,0,0,0
Uridine,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uridine,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uridine,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenosine,0,0.673060017,0.958894183,0.448167475,0.116529745,0.098363187,1,1,0.997910483,1,1,1,1,0.998612815,1,1,1,1,0.977240286,0.969992993,0.975057133,0.972332923,0.983593025,0.973111393,0.983616802,0.983160397,0.982963006,0.980259326,0.981525127,0.980236928,1,0.98976364,0.991034904,1
Adenosine,1,0.135869349,0.019026363,0.529231208,0.883470255,0.893661658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005225231,0.007472866,0.002021702,0,0.004162187,0.000299296,0,0.001587427,0.00331372,0,0,0,0.00409086,0.008965096,0
Adenosine,2,0.191070635,0.011768159,0.022601317,0,0.007975155,0,0,0.002089517,0,0,0,0,0,0,0,0,0,0.004234529,0.006323047,0.00335564,0.005689658,0.003880629,0.005497343,0.004243556,0.002163512,0.00405075,0.003023446,0.00468608,0.000699277,0,0,0,0
Adenosine,3,0,0.010311295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009704853,0.01108582,0.008924151,0.010828126,0.006682528,0.008744999,0.006956451,0.008733293,0.006425246,0.007187804,0.008397902,0.00853964,0,0,0,0
Adenosine,4,0,0,0,0,0,0,0,0,0,0,0,0,0.001387185,0,0,0,0,0.007286863,0.004133235,0.003733157,0.005980724,0.004930442,0.005374658,0.003978089,0.005291925,0.003946555,0.004603381,0.004312446,0.007461513,0,0.006145499,0,0
Adenosine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001533469,0.003239675,0.001457053,0.003146867,0.000913376,0.003109421,0.000905806,0.000650872,0.001027015,0.001612321,0.001078446,0.003062642,0,0,0,0
Adenosine,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenosine,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenosine,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenosine,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adenosine,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyruvate,0,0.992999954,0.966866794,0.988114196,0.946151288,1,0.995739882,0.998588454,0.997657375,0.995534512,0.9966509,0.998197036,0.994243135,0.991427601,0.997427969,1,0.99877588,0.991488943,0.644894328,0.602187524,0.656830896,0.627179856,0.677082553,0.673699309,0.710426964,0.682325531,0.68204721,0.730649573,0.706722747,0.667730248,0.993104732,0.974403659,0.983528846,0.970330928
Pyruvate,1,0.004422585,0.017951522,0.011885804,0.032127664,0,0.004260118,0.001411546,0.002342625,0.002344838,0.0033491,0.001802964,0.002749439,0.005468136,0.002572031,0,0.00122412,0.005112501,0.174341565,0.184064051,0.161769547,0.172464897,0.146466142,0.153169949,0.138760923,0.133321797,0.148121718,0.137996383,0.137430601,0.14335329,0.006895268,0.025596341,0.016471154,0.029669072
Pyruvate,2,0,0,0,0.010703409,0,0,0,0,0,0,0,0.003007426,0,0,0,0,0,0.137055773,0.157336308,0.135746214,0.152465081,0.129328146,0.131269798,0.105476271,0.125170443,0.12660922,0.092816176,0.114617085,0.136154889,0,0,0,0
Pyruvate,3,0.002577461,0.015181683,0,0.011017639,0,0,0,0,0.00212065,0,0,0,0.003104263,0,0,0,0.003398556,0.043708334,0.056412117,0.045653344,0.047890167,0.04712316,0.041860944,0.045335842,0.05918223,0.043221852,0.038537868,0.041229567,0.052761573,0,0,0,0
Adenine,0,0.998669465,0.956043643,0.937643077,0.958114818,0.96824237,1,0.996143787,1,0.998524197,0.998708131,1,0.998287096,0.998287808,0.99632135,0.999902036,0.993195956,0.996617409,0.975815043,0.975014372,0.976464515,0.97498719,0.977962013,0.970926497,0.969538175,0.972492604,0.974282189,0.97584971,0.972362904,0.970191622,0.980757162,0.978525005,0.974092675,0.976730601
Adenine,1,0,0.037176855,0.062356923,0.041885182,0.03175763,0,0.003411669,0,0.001475803,0.001291869,0,0.001712904,0.001712192,0.00367865,9.80E-05,0.006804044,0.00275382,0.019958594,0.02062638,0.019406165,0.020461177,0.018759554,0.024302787,0.025476402,0.023865611,0.018168079,0.019147824,0.020724972,0.022701164,0.019242838,0.021474995,0.025907325,0.021697904
Adenine,2,0.001330535,0.006779502,0,0,0,0,0.000444544,0,0,0,0,0,0,0,0,0,0.000628771,0.003074358,0.002884069,0.003572578,0.003222157,0.002520388,0.003122754,0.003354403,0.002766955,0.004582601,0.003361035,0.004708669,0.003978375,0,0,0,0.001571495
Adenine,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000929772,0.001288256,0.000556742,0.001027569,0.000758045,0.001452082,0.000874012,0.00087483,0.002525698,0.001451103,0.001976243,0.002293027,0,0,0,0
Adenine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222233,0.000186922,0,0.000301907,0,0.000195879,0.000757008,0,0.000441433,0.000190327,0.000227213,0.000835812,0,0,0,0
Adenine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uracil,0,0.991550415,0.947197604,1,0.886590619,1,1,0.979384471,1,1,1,0.99967049,1,0.93621871,1,0.908368533,0.949561047,1,0.940029957,0.960830168,0.982118353,1,0.962287614,0.926692473,0.956047447,0.995152838,0.995571694,0.951111607,0.931889966,0.93459362,0.992281898,0.918236103,1,1
Uracil,1,0.008449585,0.052802396,0,0.113409381,0,0,0.020615529,0,0,0,0.00032951,0,0.06378129,0,0.091631467,0.050438953,0,0.059970043,0.039169832,0.017881647,0,0.037712386,0.073307527,0.043952553,0.004847162,0.004428306,0.048888393,0.068110034,0.06540638,0.007718102,0.081763897,0,0
Uracil,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uracil,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uracil,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,0,1,0.980614959,0.960591565,1,0.925544397,1,1,1,0.992678033,0.995892319,1,1,1,0.908400379,1,1,1,0.990931975,0.989232406,1,1,1,1,1,0.951495775,0.966883887,0.982662401,1,1,0.942679781,0.983400763,1,0.978043999
Phenyllactic acid,1,0,0.019385041,0.039408435,0,0.074455603,0,0,0,0.007321967,0.004107681,0,0,0,0.091599621,0,0,0,0.009068025,0.010767594,0,0,0,0,0,0.048504225,0.033116113,0.017337599,0,0,0.057320219,0.016599237,0,0.021956001
Phenyllactic acid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenyllactic acid,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992005289,1,1,1,1,0.992302071,1,1,1,1,1,1,1,1,1,1
Thymidine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007994711,0,0,0,0,0.007697929,0,0,0,0,0,0,0,0,0,0
Thymidine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,0,0.446991976,0.455547667,0.960582704,0.955995562,0.987523525,0.998925403,0.998738222,1,1,1,1,1,1,0.999503105,0.999913144,1,1,1,1,1,1,0.999674119,1,1,1,1,0.992949797,0.999631749,1,1,1,1,1
Montiporic Acid C,1,0,0,0.010716889,0.034459281,0.006926486,0.001074597,0.001261778,0,0,0,0,0,0,0.000496895,8.69E-05,0,0,0,0,0,0,0.000325881,0,0,0,0,0.007050203,0.000368251,0,0,0,0,0
Montiporic Acid C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,3,0.553008024,0.544452333,0.028700407,0.009545157,0.005549989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid C,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,0,0.412903781,0.474171354,0.840286473,0.905181133,0.957628069,1,1,0.999844136,1,1,1,1,1,1,1,0.999693181,0.996601859,1,0.998673212,0.998517577,0.999339298,1,1,0.99967981,0.998147262,1,1,1,0.999421459,0.996962323,1,0.999766307,1
Montiporic Acid A,1,0,0,0,0.008082982,0.010725286,0,0,0.000155864,0,0,0,0,0,0,0,0.000306819,0.003398141,0,0.001326788,0.001482423,0.000660702,0,0,0.00032019,0.001852738,0,0,0,0.000578541,0.003037677,0,0.000233693,0
Montiporic Acid A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,3,0.587096219,0.525828646,0.159713527,0.086735885,0.031646645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid A,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,0,1,1,1,1,1,1,0.998141796,1,1,1,1,1,0.99852484,1,1,1,1,1,1,0.999895066,1,1,1,1,1,1,1,1,1,0.994165868,1,1,0.993627838
Montiporic Acid B,1,0,0,0,0,0,0,0.001858204,0,0,0,0,0,0.00147516,0,0,0,0,0,0,0.000104934,0,0,0,0,0,0,0,0,0,0.005834132,0,0,0.006372162
Montiporic Acid B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid B,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,0,0.499227012,0,0.596598846,0.869729755,1,1,1,1,1,1,0.998947298,1,0.99898,0.99703684,1,0.998540027,1,0.998918809,0.998494974,0.993123679,1,0.998801361,1,1,0.998821132,0.997911537,0.99828045,0.998328152,1,1,1,0.996522051,0.997427835
Montiporic Acid D,1,0,0,0,0.004890407,0,0,0,0,0,0,0.001052702,0,0.00102,0.00296316,0,0.001459973,0,0.001081191,0.001505026,0.006876321,0,0.001198639,0,0,0.001178868,0.002088463,0.00171955,0.001671848,0,0,0,0.003477949,0.002572165
Montiporic Acid D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,3,0.500772988,1,0.403401154,0.125379838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montiporic Acid D,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Phosphoglycerate,0,0.611924545,1,0.669208832,0.733553032,0.672253873,1,1,1,1,1,1,1,1,1,1,1,1,0.521484211,0.48696408,0.583763892,0.552025358,0.575759686,0.569924002,0.549983596,0.654049374,0.550651252,0.577808623,0.616282742,0.581500681,0.842024726,0.989365128,0.943697985,0.845218171
3-Phosphoglycerate,1,0.388075455,0,0,0.266446968,0.327746127,0,0,0,0,0,0,0,0,0,0,0,0,0.205363344,0.235278152,0.182411429,0.166336766,0.219672172,0.216497416,0.211287087,0.194076574,0.177051962,0.226758851,0.193404264,0.199384623,0.105590803,0.010634872,0.056302015,0.058718939
3-Phosphoglycerate,2,0,0,0.330791168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223990539,0.205075706,0.181233088,0.248453454,0.182438307,0.160792278,0.194569855,0.151874052,0.18364713,0.164461199,0.190312994,0.191125309,0.052384471,0,0,0.096062891
3-Phosphoglycerate,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049161907,0.072682061,0.05259159,0.033184422,0.022129835,0.052786303,0.044159463,0,0.088649656,0.030971327,0,0.027989387,0,0,0,0
Carbamoyl phosphate,0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Carbamoyl phosphate,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrulline,0,0,1,1,1,1,1,1,1,1,1,1,0.77831932,1,1,0.988499981,1,1,0.718398704,0.718182783,0.729683211,0.662198554,0.720018337,0.667723365,0.693679112,0.415504381,0.670650504,0.482263462,0.647060077,0.630056282,0.699929974,0.555542725,0.867728447,0.596470291
Citrulline,1,1,0,0,0,0,0,0,0,0,0,0,0.22168068,0,0,0.011500019,0,0,0.281601296,0.281817217,0.270316789,0.337801446,0.279981663,0.332276635,0.306320888,0.584495619,0.329349496,0.517736538,0.352939923,0.369943718,0.300070026,0.444457275,0.132271553,0.403529709
Citrulline,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrulline,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrulline,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrulline,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrulline,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,0,0,0,,0.607894558,,1,1,1,1,1,1,1,1,1,1,1,1,0.987120075,0.989347979,0.985792388,0.988144373,0.991430979,0.988652514,0.990731673,0.998664697,0.992442993,0.994949488,0.992873382,0.993719182,0.994852235,1,1,1
Guanosine,1,0,0,,0.392105442,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001719589,0,0,0,0,0
Guanosine,2,0,0.453662872,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.003645546,0.001645567,0.01175706,0.00260909,0,0.002578028,0.004987892,0,0.002912704,0.000449468,0.003261934,0.000524744,0,0,0,0
Guanosine,3,1,0.546337128,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.009234379,0.009006455,0.002450552,0.009246537,0.008569021,0.008769458,0.004280434,0.001335303,0.004644303,0.004601044,0.002145096,0.005756074,0.005147765,0,0,0
Guanosine,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,6,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,7,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,8,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,9,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanosine,10,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,0,0.616971438,1,,1,0.41135489,1,1,0.970686271,1,1,1,1,1,1,1,1,1,0.981575767,0.988712911,0.986620939,0.979567517,0.988322475,0.981004799,0.981535035,0.981678472,0.979775146,0.982127544,0.970224417,0.985042638,0.976044159,0.956848874,0.938590075,0.99090299
Inosine,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015272,0.00023343,0.008974542,0.005403528,0,0.003613359,0.004441963,0.018321528,0,0.002024313,0.016223492,0.010609599,0.023955841,0.039954157,0,0.002039324
Inosine,2,0.383028562,0,,0,0.58864511,0,0,0.029313729,0,0,0,0,0,0,0,0,0,0.008204022,0.000848763,0,0.008242463,0.003901519,0.004207773,0.004595876,0,0.006398706,0.008129943,0.013552091,0.004347762,0,0.003196969,0.061409925,0.007057687
